weekly_return_pct,volatility_pct,trend_consistency,trend_strength,volatility,range_vs_atr,return_autocorr,flow_4h_mean,start_idx,end_idx,center_time,new_label
0.1145060581839022,0.003971193885876044,0.5296167247386759,28.834157344217623,0.0038785905614188956,41.915663555375595,0.09601197278800602,31384.026231884094,0,288,2018-01-02 15:00:00,0
0.07665203991776688,0.003923176713417581,0.519163763066202,19.538253303084076,0.00392886687339297,32.586873978077406,0.11720505646856273,91101.3181820437,96,384,2018-01-02 23:00:00,0
0.07438929968730769,0.003903573255956342,0.5331010452961672,19.056714387794564,0.003946106583355622,30.225023135532908,0.11055439445352058,120182.13927579371,144,432,2018-01-03 03:00:00,0
0.015151153513818877,0.003561165121066581,0.5156794425087108,4.254548369476529,0.003623826684538166,15.12676189713472,0.06792609876148331,140359.08267857152,192,480,2018-01-03 07:00:00,4
0.0008078158205573512,0.0027408647186474926,0.5087108013937283,0.2947301704937139,0.003146131651165451,17.41621745342717,0.10319979354607839,145457.2792126624,240,528,2018-01-03 11:00:00,2
0.014165951430759967,0.0026872469591937287,0.5052264808362369,5.271546074598291,0.003129336941706583,17.452077482567972,0.11758312502458836,137853.7754531927,288,576,2018-01-03 15:00:00,2
-0.029333718006054093,0.002626358136464508,0.5121951219512195,-11.168966802286562,0.003078226882399131,17.759174493413084,0.10922199572239862,129602.60848699916,336,624,2018-01-03 19:00:00,3
-0.024168482547309758,0.002785635794967823,0.5226480836236934,-8.676106874725901,0.003205584400140965,25.128403242132325,0.09454024088392247,116660.11862607882,384,672,2018-01-03 23:00:00,3
-0.022496438466355434,0.002860028287121931,0.5296167247386759,-7.865807027799275,0.003265061307343799,24.76110874980889,0.060497189258643363,99696.95110375737,432,720,2018-01-04 03:00:00,3
-0.0003809837126231754,0.002901221835084015,0.5121951219512195,-0.13131832136987256,0.0032918740475032064,24.660018605572585,0.06093537601311163,83313.00422875737,480,768,2018-01-04 07:00:00,4
0.014253329246679335,0.0029845823387331764,0.49825783972125437,4.775651281605439,0.0033216071262499713,24.427873851911627,0.07779658288047682,71184.48430180931,528,816,2018-01-04 11:00:00,4
-0.00815011031180217,0.002873082746954858,0.49825783972125437,-2.836711711045792,0.0032001934973295977,22.42083316319127,0.06706270130979387,63921.229966040904,576,864,2018-01-04 15:00:00,4
0.006967735573717604,0.0028333115139334997,0.5052264808362369,2.459218861121771,0.003155197389772514,21.28605761650087,0.05903531288646887,55399.24603937729,624,912,2018-01-04 19:00:00,4
0.10251090047778173,0.002874469412271852,0.554006968641115,35.66253458033049,0.003150422637828786,39.680001854660105,0.12785369631498764,47173.38749999999,672,960,2018-01-04 23:00:00,0
0.09347463150403196,0.0027954480394993078,0.5574912891986062,33.43814542252367,0.003057939379138723,37.16173978439441,0.13838822810253745,51078.75922619046,720,1008,2018-01-05 03:00:00,0
0.1037291512082864,0.0028231301889808515,0.5574912891986062,36.74258979290741,0.003130287520041824,36.25047104905005,0.1736691018150441,66390.73377976188,768,1056,2018-01-05 07:00:00,0
0.08898000959221346,0.0036383309786170467,0.5679442508710801,24.45626460563814,0.0031971304073988055,41.80396266056882,0.1103055203291977,84181.51369047617,816,1104,2018-01-05 11:00:00,0
0.05925682389005482,0.00397358056252203,0.5365853658536586,14.912698520889187,0.003505225049356623,37.74333114144881,0.10418051111464231,96274.65624999997,864,1152,2018-01-05 15:00:00,0
0.058579930044149915,0.004095670292272601,0.5470383275261324,14.3028885532572,0.0036831533997065432,35.15152414647383,0.09201140239007741,101889.55803571428,912,1200,2018-01-05 19:00:00,0
-0.04474804487922723,0.003982069855780682,0.5052264808362369,-11.237380373146175,0.003705601989085554,29.83800614647256,0.03230432429299284,105191.9755952381,960,1248,2018-01-07 23:00:00,4
-0.10131079526819073,0.004541734848240637,0.5087108013937283,-22.306624306967603,0.004256678804091813,38.58238535833476,0.01894426005476898,99054.43110119046,1008,1296,2018-01-08 03:00:00,4
-0.08451890506093847,0.0051269911224536245,0.5052264808362369,-16.485085805142656,0.004835146368791756,40.08217823674803,0.06250279173025944,73991.5986607143,1056,1344,2018-01-08 07:00:00,4
-0.10815986384773212,0.004801523192694636,0.5156794425087108,-22.526152010708152,0.005023594520904976,32.69783134888254,0.05920856619256462,40437.162351190476,1104,1392,2018-01-08 11:00:00,4
-0.03536336125856547,0.004677344245763964,0.4808362369337979,-7.560562541452822,0.004896704512705681,27.342573761376638,0.09283893467768403,11085.857440476182,1152,1440,2018-01-08 15:00:00,4
-0.051758736661030785,0.00468826373456433,0.4843205574912892,-11.040062707943605,0.004811722368646186,27.614620877103253,0.08046018449869252,-10005.166964285727,1200,1488,2018-01-08 19:00:00,4
-0.04629060364613016,0.004678177017803968,0.4564459930313589,-9.895006874462617,0.004702812647071241,22.431126831895263,0.10426032253306336,-25490.410863095265,1248,1536,2018-01-08 23:00:00,4
0.03483048015670351,0.004219312093707675,0.5400696864111498,8.255011984923975,0.00465836390000511,21.021910931512508,0.11262773170435122,-40037.8260416667,1296,1584,2018-01-09 03:00:00,4
-0.015762485317595366,0.0039005206331027826,0.47038327526132406,-4.041122393431425,0.004166272176552751,19.52963246023905,0.07823854310490272,-46932.56413690481,1344,1632,2018-01-09 07:00:00,4
-0.007857278881950085,0.003591508428223392,0.5052264808362369,-2.1877372283098353,0.003958406795529444,20.61458627645141,0.0828940792697778,-48886.47276785719,1392,1680,2018-01-09 11:00:00,4
-0.0631141299553001,0.0036633142087062996,0.5121951219512195,-17.228692143472106,0.004250108391228939,23.27785802800425,0.07129181683847154,-53032.16443452387,1440,1728,2018-01-09 15:00:00,4
-0.05253989601412499,0.0036632797282770187,0.519163763066202,-14.342306776700816,0.004413151054251781,21.05120174771145,0.04373833974288837,-62516.88928571434,1488,1776,2018-01-09 19:00:00,4
-0.058468923387060154,0.004024391759276017,0.5365853658536586,-14.528632488042405,0.004863488683036588,22.398650573468,0.06980698005123562,-74096.3589285715,1536,1824,2018-01-09 23:00:00,4
-0.06134804999312699,0.003814020247406753,0.5296167247386759,-16.084873684130375,0.004632315360074315,23.69663299842414,0.086611336039839,-84074.15223214292,1584,1872,2018-01-10 03:00:00,4
-0.01354200194759311,0.004176906405796964,0.5226480836236934,-3.242112077657911,0.004942688151210876,20.055745587169724,0.04071863678808111,-88534.53720238102,1632,1920,2018-01-10 07:00:00,4
0.015187173249572292,0.004231763032802338,0.5052264808362369,3.5888516306319462,0.005069762167790578,17.606662120834745,0.03690467318676753,-89135.44330357149,1680,1968,2018-01-10 11:00:00,4
-0.0008846380837088247,0.004229970831787106,0.5156794425087108,-0.20913569141548563,0.004888375929547638,21.99669349614661,0.05514694633696462,-84721.23645833338,1728,2016,2018-01-10 15:00:00,4
-0.05735238048140226,0.006053768285161687,0.5156794425087108,-9.473829903293128,0.0063062231547192414,24.464468786125355,0.05367505875359899,-81689.12187500006,1776,2064,2018-01-10 19:00:00,4
-0.03407005024698044,0.005949190647639597,0.5261324041811847,-5.72683689900931,0.006199206898284174,24.96516615619433,0.04901535240010537,-85651.87633928577,1824,2112,2018-01-10 23:00:00,4
0.008092719720442135,0.006106451663052474,0.4912891986062718,1.3252734716847492,0.006344939304536518,24.48291236218756,0.019628696484404056,-88330.06607142862,1872,2160,2018-01-11 03:00:00,4
-0.0481783892323312,0.005987764187313119,0.5261324041811847,-8.04613870537402,0.006251197537546522,25.009581506448995,0.05964850575959873,-87622.65148809526,1920,2208,2018-01-11 07:00:00,4
-0.09931811609480298,0.006298801685277623,0.5296167247386759,-15.767776997832005,0.006670843002486422,23.727561207628476,0.07479274212998173,-88934.02916666669,1968,2256,2018-01-11 11:00:00,4
-0.04541072156888219,0.006541935256495241,0.5121951219512195,-6.941480287857528,0.007081634272799641,15.352029014704188,0.02805120333879561,-97871.9334821429,2016,2304,2018-01-11 15:00:00,4
0.03557977725196194,0.005005314371953533,0.5017421602787456,7.108398693782094,0.005712355489236942,17.692042532043825,0.027036920837198768,-101773.17038690479,2064,2352,2018-01-11 19:00:00,4
0.056625583725563006,0.0048914665562862876,0.5331010452961672,11.576399735656107,0.0054167015123188725,18.640372758365253,0.049100241315393846,-94315.56607142859,2112,2400,2018-01-11 23:00:00,4
-0.009232611727350157,0.004556802806431617,0.4808362369337979,-2.0261156985339057,0.005165223354600995,19.466951669157286,0.010198084132079744,-83964.03214285716,2160,2448,2018-01-12 03:00:00,4
-0.016518539460715354,0.004444299768254938,0.49825783972125437,-3.716791531910966,0.0050026614941840915,18.960128124711254,0.017793114465551575,-76956.99345238096,2208,2496,2018-01-12 07:00:00,4
0.04490577888656984,0.004244498537376198,0.5017421602787456,10.579758223823255,0.004506064161751543,20.97931959114648,-0.0418145942008522,-72123.22440476192,2256,2544,2018-01-12 11:00:00,4
0.004781308134975508,0.0037359468285060593,0.49477351916376305,1.279811269978968,0.003816506285632498,14.60324482073223,-0.015361422781631209,-63949.45133928574,2304,2592,2018-01-12 15:00:00,4
0.002685141913315167,0.0034226009540262057,0.49825783972125437,0.7845323380816979,0.00347897891795912,16.024144150975015,0.008169115099056979,-54888.08809523811,2352,2640,2018-01-12 19:00:00,4
-0.011215419043466419,0.0031690856725989543,0.5226480836236934,-3.5390067240630887,0.003248138011568027,16.362907198083708,-0.047459564077232314,-47778.75446428573,2400,2688,2018-01-14 23:00:00,4
0.020569104808710034,0.0031446990585230813,0.46689895470383275,6.540879710598022,0.0032309023670747295,21.153439909528416,0.031056893503037093,-41694.469791666685,2448,2736,2018-01-15 03:00:00,4
0.029648949897839758,0.002976016530798341,0.47735191637630664,9.96262609040686,0.0029757860737981193,22.80480022464343,0.021622145846431507,-32519.4168154762,2496,2784,2018-01-15 07:00:00,2
