time,open,high,low,close,spread,f01_CPR,f02_WickAsym,f03_BEF,f04_TCS,f05_SPI,f06_LRSlope,f07_RECR,f08_SCM,f09_HLER,f10_EP,f11_KE,f12_MCS,f13_Work,f14_EDR,f15_AI,f16_PPShigh,f16_PPSlow,f17_SCR,f18_RVD,f19_WBER,f20_NCDE,h1_trend_sma20,h1_trend_sma50,h1_slope5,h1_rsi14,h1_atr_ratio,h1_dist_sma20,h1_dist_sma50,h4_trend_sma20,h4_trend_sma50,h4_slope5,h4_rsi14,h4_atr_ratio,h4_dist_sma20,h4_dist_sma50,label
2016.09.09 04:40,624.70000,624.70000,624.70000,624.70000,0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.122807,0.000000,-0.083333,0.107143,0.000000,0.000000,1.000000,0.000000,0.401307,0.000000,-0.669856,-0.133971,0.000000,0.000000,0.000000,0.000000,0.720045,2.804153,0.115946,50.4865,0.170931,0.400688,1.578754,1.999620,4.712249,0.022796,81.8407,-0.007597,2.148540,5.215195,-1
2016.09.09 04:45,624.29000,624.29000,624.24000,624.24000,0,0.000000,0.000000,1.000000,-1.000000,0.000000,-0.169697,0.289855,-0.916667,0.000000,0.000000,-0.006232,30.476805,-0.452153,0.452153,-1.000000,-1.540670,0.893142,0.065789,0.000000,0.000000,-0.227601,0.720045,2.804153,0.115946,50.4865,0.170931,0.400688,1.578754,1.999620,4.712249,0.022796,81.8407,-0.007597,2.148540,5.215195,1
2016.09.09 04:50,624.24000,624.69000,624.00000,624.10000,0,0.144928,0.507246,0.202899,-0.173493,0.404327,-0.343312,7.076923,-1.250000,0.102041,0.000000,-1.183055,13.187294,-2.850396,2.214280,-0.710145,-0.022293,0.535032,0.704082,0.304348,3.928571,-0.471146,0.720045,2.804153,0.115946,50.4865,0.170931,0.400688,1.578754,1.999620,4.712249,0.022796,81.8407,-0.007597,2.148540,5.215195,0
2016.09.09 04:55,624.10000,624.78000,623.95000,624.06000,0,0.132530,0.686747,0.048193,-0.041806,0.653651,-0.391085,4.486486,-1.833333,0.132530,0.000000,-1.490569,-0.067174,-1.187792,1.114586,-0.734940,0.166419,0.104012,1.000000,0.285714,19.750000,-0.112020,0.720045,2.804153,0.115946,50.4865,0.170931,0.400688,1.578754,1.999620,4.712249,0.022796,81.8407,-0.007597,2.148540,5.215195,-1
2016.09.09 05:00,624.78000,625.00000,623.98000,623.98000,0,0.000000,0.215686,0.784314,-0.784314,0.046521,-0.306073,2.598726,-2.083333,0.028571,0.000000,-1.856906,2.636224,-2.851980,2.214765,-1.000000,0.415655,-0.056680,0.971429,2.000000,0.275000,-2.464591,0.127300,2.381806,-0.011737,39.7862,0.120807,0.067828,1.284502,1.999620,4.712249,0.022796,81.8407,-0.007597,2.148540,5.215195,0
2016.09.09 05:05,624.15000,625.00000,624.08000,625.00000,0,1.000000,-0.076087,0.923913,0.923913,-0.005789,0.234170,1.420849,-0.083333,1.000000,0.901961,1.183998,-0.972259,4.271354,4.686971,1.000000,0.000000,-0.217443,0.876190,12.750000,0.082353,0.079063,0.127300,2.381806,-0.011737,39.7862,0.120807,0.067828,1.284502,1.999620,4.712249,0.022796,81.8407,-0.007597,2.148540,5.215195,-1
2016.09.09 05:10,623.91000,624.99000,623.82000,624.99000,0,1.000000,-0.076923,0.923077,0.923077,-0.005917,0.450118,1.352601,-1.083333,0.991525,0.000000,1.874378,37.963662,-0.045056,4.312203,1.000000,-0.016548,0.215130,0.991525,0.009804,0.083333,1.860822,0.127300,2.381806,-0.011737,39.7862,0.120807,0.067828,1.284502,1.999620,4.712249,0.022796,81.8407,-0.007597,2.148540,5.215195,0
2016.09.09 05:15,623.97000,624.99000,623.85000,623.86000,0,0.008772,0.885965,0.096491,-0.095645,0.800477,0.096825,1.157360,-1.416667,0.033898,-0.974359,-1.637188,-0.618168,-2.937083,2.917800,-0.982456,-0.015873,-0.047619,0.966102,113.000000,9.363636,-0.071264,0.127300,2.381806,-0.011737,39.7862,0.120807,0.067828,1.284502,1.999620,4.712249,0.022796,81.8407,-0.007597,2.148540,5.215195,0
2016.09.09 05:20,623.75000,624.86000,623.46000,624.83000,0,0.978571,-0.185714,0.771429,0.754898,-0.042449,0.083493,1.317647,0.416667,0.889610,1.228070,2.178467,0.297541,1.220217,3.458296,0.957143,-0.208733,0.536741,0.909091,0.858407,0.296296,0.675333,0.127300,2.381806,-0.011737,39.7862,0.120807,0.067828,1.284502,1.999620,4.712249,0.022796,81.8407,-0.007597,2.148540,5.215195,0
2016.09.09 05:25,623.88000,624.02000,623.88000,623.97000,0,0.642857,0.357143,0.642857,0.413265,0.127551,-0.319097,0.120950,-1.083333,0.331169,0.000000,0.020247,-0.991996,-0.561540,1.674867,0.285714,-1.394251,-0.603696,0.090909,0.886598,0.555556,0.006692,0.127300,2.381806,-0.011737,39.7862,0.120807,0.067828,1.284502,1.999620,4.712249,0.022796,81.8407,-0.007597,2.148540,5.215195,1
