f01_CPR,f02_WickAsym,f03_BEF,f04_TCS,f05_SPI,f06_LRSlope,f07_RECR,f08_SCM,f09_HLER,f10_EP,f11_KE,f12_MCS,f13_Work,f14_EDR,f15_AI,f16_PPShigh,f16_PPSlow,f17_SCR,f18_RVD,f19_WBER,f20_NCDE,rsi14,rsi6,stoch_k,stoch_d,bb_pct,mom5,mom10,mom20,ll_dist10,hh_dist10,vol_accel,atr_ratio,spread_norm,hour_enc,dow_enc,time,idx,direction,rule,atr,entry_price,label,hurst_rs,ou_theta,entropy_rate,kramers_up,wavelet_er,vwap_dist,quantum_flow,quantum_flow_h4,quantum_momentum,quantum_vwap_conf,quantum_divergence,quantum_div_strength
1.0,-0.454545,0.545455,0.545455,-0.206612,0.208019,0.318841,1.416667,0.85,0.0,0.06596,-0.249941,0.17304,0.522782,1.0,-0.29717,-0.908019,0.183333,0.3,0.833333,0.344095,0.14842105244045,0.1626506022499373,0.8499999999291193,0.7442386830755092,0.9639211679644824,0.8584905658959721,1.48584905635824,2.790094339162097,2.377358490173634,0.2971698112717981,-0.1614910474496863,-0.3948390043993384,36.3207547109847,-0.8660254037844386,-0.587785252292473,2020-01-02 20:55:00,88,1,R3c_breakpullback,0.605714285714287,1526.29,1,0.5455945673006485,0.08700562705665874,0.7758474883733777,0.00028248475832868706,104.69959424913763,5.64837220359433,14.537142857142888,1014.2678571428482,25.36214285714299,1.0,0.0,0.0
0.722222,-0.166667,0.277778,0.200617,-0.12037,0.290137,0.738462,2.083333,0.87234,0.0,0.197955,1.176613,0.332083,0.103007,0.444444,-0.034956,-0.978777,0.382979,1.0,2.6,0.391534,0.1477272725211618,0.2155963300782599,0.8723404254392053,0.8401685209699821,0.9518166319469934,0.1747815230654324,2.499375779838068,2.586766541370784,2.8664169782758737,0.2097378276785189,-0.1575026192944553,-0.413770894992611,38.4519350744301,-0.7071067811865477,-0.587785252292473,2020-01-02 21:05:00,90,1,R3g_three_green,0.572142857142824,1526.49,0,0.5455945673006485,0.08700562705665874,0.7856234796664268,0.0016534445186188016,104.69959424913763,6.261326454909176,29.751428571426846,1014.2678571428482,6.156428571427405,1.0,0.0,0.0
0.771186,-0.5,0.042373,0.032677,-0.478814,0.112958,3.300699,2.083333,0.771186,0.0,2.039311,1.403064,0.761218,0.474092,0.542373,0.359413,0.753056,1.0,2.5,22.6,0.064972,0.1511627904620692,0.4999999992405063,0.771186440612595,0.8425791307581995,0.8808813459494972,0.6674816624772621,1.8484107576298203,2.481662591262504,2.926650366247475,0.1026894865349035,0.3815695916670352,-0.3843791863616743,30.80684596049908,-0.7071067811865477,-0.587785252292473,2020-01-02 21:15:00,92,1,R3b_higherlow,0.5842857142856863,1526.56,0,0.5398263694028455,0.0751057622231149,0.7856234796664268,0.0016534445186188016,104.69959424913763,6.1886470136716065,18.697142857141962,1014.2678571428482,-11.862857142856619,1.0,0.0,0.0
0.846154,0.076923,0.769231,0.650888,0.017751,0.776364,0.870293,1.583333,0.957895,0.0,0.446942,-0.304827,1.117783,1.100082,0.692308,0.690909,-2.509091,0.273684,0.527778,0.3,0.654364,0.2748538008523941,0.4854368929168758,0.957894736791725,0.939321621984119,1.192492353644632,2.945454544918879,3.818181817487528,4.545454544628206,5.054545453626516,-0.545454545355302,0.4572300203356749,-0.314128943844106,41.818181810579496,-0.5000000000000004,-0.587785252292473,2020-01-02 22:10:00,103,1,R3g_three_green,0.549999999999987,1528.27,0,0.559867204144301,0.07348715586859499,0.7825990075694479,0.01918728118202779,102.65519539849011,9.297675902230585,139.9749999999967,1014.2678571428482,48.399999999998855,1.0,0.0,0.0
0.75,-0.3,0.2,0.15,-0.24,0.795866,0.601504,2.083333,0.95,0.0,0.261736,5.2e-05,0.193005,0.924933,0.5,0.180879,-2.894057,0.2,0.210526,4.0,0.169927,0.2735294114461899,0.4829545451194604,0.9499999999524318,0.9535191528604408,1.096401146220242,2.930232557609318,4.5581395340592135,5.064599482287969,5.173126614051186,0.0,0.1875119960451186,-0.3008003758856269,39.79328164654897,-0.5000000000000004,-0.587785252292473,2020-01-02 22:15:00,104,1,R3c_breakpullback,0.5528571428571435,1528.35,0,0.555266881179983,0.07554615400978554,0.7825990075694479,0.01918728118202779,102.65519539849011,9.344652005872426,147.6128571428573,1014.2678571428482,7.637857142860611,1.0,0.0,0.0
0.969072,-0.010309,0.927835,0.899139,-0.000744,-0.324528,1.959596,-0.083333,0.552941,2.852941,1.674795,0.07256,1.916573,2.551801,0.938144,-0.811321,0.0,0.570588,3.142857,0.077778,1.085145,0.15714285695511,-0.130769230854466,0.5529411764380198,0.195424836589824,0.7182407116199626,-1.4339622638803973,1.6226415091276487,2.2641509429687323,2.150943395820381,1.6226415091280777,0.2922590970822878,-0.2792897799997084,37.73584904948459,-0.5000000000000004,-0.587785252292473,2020-01-02 22:40:00,109,1,R3b_higherlow,0.5299999999999889,1527.59,1,0.555266881179983,0.07554615400978554,0.7894335786137441,0.002477017113055322,102.65519539849011,8.12042351196954,11.92499999999975,1014.2678571428482,26.321428571428413,1.0,0.0,0.0
0.652174,-0.086957,0.217391,0.141777,-0.068053,0.786835,0.647887,1.583333,0.915789,0.0,0.332267,-0.16214,0.099347,1.617074,0.304348,0.301266,-2.551899,0.242105,0.052632,3.6,0.235909,0.1941391939612273,0.0714285713119644,0.9157894736360817,0.8171298698515858,0.8768039659460226,1.2759493668625237,2.1620253160725755,3.3316455690299898,3.4379746829350992,0.1063291139051095,0.269819353203252,-0.2100947887359138,35.44303796840209,-0.5000000000000004,-0.587785252292473,2020-01-02 22:50:00,111,1,R3g_three_green,0.5642857142857208,1528.39,1,0.5457100404333568,0.12859273480732927,0.7894335786137441,0.002477017113055322,72.01049645283209,8.958357110946583,113.9857142857156,1014.2678571428482,21.85571428571582,1.0,0.0,0.0
0.521739,0.304348,0.347826,0.181474,0.198488,0.223754,1.121951,2.083333,0.838235,0.0,0.111458,1.285819,1.144767,0.035552,0.043478,0.307918,-0.636364,0.338235,0.538462,1.875,0.672128,0.1031331590484481,0.2049180320934804,0.8382352939944854,0.9034009828901504,0.7988754463030341,0.7595307916327746,2.401759530299091,4.167155424364774,4.331378298231219,-0.0821114369332224,-0.6052491575393124,-0.2392977447816452,39.00293254331614,-0.25881904510252157,-0.587785252292473,2020-01-02 23:30:00,119,1,R3h_close_streak,0.4871428571428201,1528.76,0,0.5336776706995714,0.08904374453935916,0.8021066934584932,0.052135969677460446,72.01049645283209,10.723286870339173,74.77642857142288,1014.2678571428482,2.6296428571417607,1.0,0.0,0.0
0.944444,-0.185185,0.703704,0.664609,-0.05487,0.062321,2.273684,1.083333,0.944444,1.542857,0.722291,0.922034,2.855885,4.041131,0.888889,0.111288,0.311606,1.0,1.681818,0.421053,1.087744,0.3490566033997337,0.2582417577418104,0.944444444269594,0.6666666665404539,0.8107304553604905,0.8235294115817359,1.379968203190839,2.3147853730937884,3.0047694746894607,-0.0445151033286877,-0.1301217502929443,-0.2579922143493179,42.28934816229184,-0.25881904510252157,-0.587785252292473,2020-01-02 23:45:00,122,1,R3b_higherlow,0.4492857142856792,1528.93,0,0.5283824690890662,0.03123928171005936,0.8024116180307996,0.0997229211373925,47.20671304392715,11.832339471385152,56.83464285713842,1014.2678571428482,-5.58785714285608,1.0,0.0,0.0
0.888889,-0.333333,0.444444,0.395062,-0.185185,-0.507664,0.725806,0.416667,0.338983,1.097561,0.693336,0.172567,0.557177,1.064606,0.777778,-1.91028,0.157009,0.381356,1.333333,1.25,0.410628,-0.046125461489078,-0.0806451614255707,0.338983050818789,0.2409705407376575,0.4392069493326013,-1.7532710275790269,-0.7850467287665243,3.323364485112075,0.8897196259353147,2.041121494793201,0.4654691063797669,-0.3180369663423026,57.57009344288717,0.25881904510252074,-0.9510565162951536,2020-01-03 01:10:00,127,1,R3d_oversold,0.3821428571428019,1528.26,1,0.5283824690890662,0.03123928171005936,0.7895969572460997,0.027517202199040747,47.20671304392715,0.11440697096911849,-28.08749999999594,962.8021428571348,-0.4875000000008747,-1.0,1.0,962.8021428571348
0.513514,0.432432,0.459459,0.235939,0.233747,0.256226,0.678899,1.583333,0.576271,0.0,0.477615,0.30247,0.433249,0.118931,0.027027,0.686792,-1.29434,0.313559,1.545455,1.176471,0.402027,0.0373665477749787,-0.0714285715882875,0.5762711863918643,0.4491525423348345,0.5308567276764006,-1.162264150636637,-0.5811320753183185,2.5094339616016383,1.7962264146202025,1.320754716632378,-0.1446186863654801,-0.3043158669765671,60.754716965089386,0.25881904510252074,-0.9510565162951536,2020-01-03 01:20:00,129,1,R3f_sma_bounce,0.3785714285713928,1528.54,1,0.5225913737915505,0.046613029178291604,0.7895969572460997,0.027517202199040747,47.20671304392715,0.6132585415606914,7.382142857142161,962.8021428571348,18.589285714283594,1.0,0.0,0.0
0.981481,0.018519,0.981481,0.963306,0.000343,0.314943,1.661538,1.416667,0.989362,0.0,0.770511,0.094179,2.498602,1.708932,0.962963,1.218391,-0.91954,0.574468,2.857143,0.018868,1.129995,-0.0139318887555937,0.1027397257796939,0.989361702022416,0.572615102820549,0.8026091532365344,1.172413792834054,1.7931034478638166,0.8735632181898232,2.252873562700813,-0.2758620689018843,0.2203205650405599,-0.1468198376568948,48.27586205787368,0.25881904510252074,-0.9510565162951536,2020-01-03 01:55:00,136,1,R3i_inside_break,0.4349999999999454,1528.84,1,0.5168595162664967,0.05981023622097798,0.8224835949379318,0.026437464453504384,26.801812861025343,1.2505572308904365,12.179999999998472,962.8021428571348,42.27999999999497,1.0,0.0,0.0
0.634146,-0.02439,0.243902,0.15467,-0.018441,0.645258,1.138889,1.583333,0.896552,0.0,0.456084,0.586098,1.670158,0.334929,0.268293,1.18802,-2.422629,0.282759,0.616667,3.1,0.393505,0.0639534881425839,0.2716049379858773,0.896551724076181,0.8089656775224192,1.023554648387492,2.445923460328912,2.212978368869217,1.514143094489604,3.144758734709055,-0.8386023292559599,0.2048007891137351,-0.1517290051076865,51.24792012117942,0.49999999999999994,-0.9510565162951536,2020-01-03 02:00:00,137,1,R3g_three_green,0.4292857142856649,1529.21,1,0.5168595162664967,0.05981023622097798,0.8224835949379318,0.026437464453504384,26.801812861025343,1.9713421101285484,65.03678571427824,962.8021428571348,52.856785714279766,1.0,0.0,0.0
0.844828,0.155172,0.844828,0.713734,0.024078,0.926603,1.468354,2.083333,0.949721,0.0,0.846667,-0.035784,1.558367,0.361534,0.689655,0.762821,-2.602564,0.324022,1.081081,0.183673,1.105092,0.0867768592778136,0.3918918916025997,0.949720670337922,0.9452113654788398,1.144522309892603,3.096153845459152,2.782051281427323,2.0641025636392647,3.814102563246701,-0.5608974357716336,0.3535469581576931,-0.1136615438824161,44.871794861730685,0.49999999999999994,-0.9510565162951536,2020-01-03 02:05:00,138,1,R3h_close_streak,0.4457142857142538,1529.61,1,0.5168595162664967,0.05981023622097798,0.8086670094317854,0.39503261193769773,26.801812861025343,2.632380552052698,78.44571428570868,962.8021428571348,13.408928571430437,1.0,0.0,0.0
