time,open,high,low,close,spread,f01_CPR,f02_WickAsym,f03_BEF,f04_TCS,f05_SPI,f06_LRSlope,f07_RECR,f08_SCM,f09_HLER,f10_EP,f11_KE,f12_MCS,f13_Work,f14_EDR,f15_AI,f16_PPShigh,f16_PPSlow,f17_SCR,f18_RVD,f19_WBER,f20_NCDE,h1_trend_sma20,h1_trend_sma50,h1_slope5,h1_rsi14,h1_atr_ratio,h1_dist_sma20,h1_dist_sma50,h4_trend_sma20,h4_trend_sma50,h4_slope5,h4_rsi14,h4_atr_ratio,h4_dist_sma20,h4_dist_sma50,label,entry_class,rsi14,rsi6,stoch_k,stoch_d,bb_pct,mom5,mom10,mom20,ll_dist10,hh_dist10,vol_accel,atr_ratio,spread_norm,hour_enc,dow_enc,cluster
2016-10-22 09:50:00,633.8,634.0,632.75,634.0,0,1.0,-0.84,0.16,0.16,-0.7056,0.033302,14.285714,1.416667,1.0,0.0,1.386247,58.62375,2.361956,1.329227,1.0,0.066603,-0.013321,0.992063,0.041322,5.25,0.766335,0.385641,0.696686,0.018133,50.5017,0.512409,0.195857,0.354388,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,0,1,0.25220125772917723,0.21566265049894295,0.9999999999206349,0.7951388888365897,0.8855267146517045,2.3843958131933047,3.956232159320851,5.528068505448246,4.022835394326192,-0.053282588004272276,-0.047047158234524766,0.8124439534839007,0.0,0.7071067811865476,-0.9749279121818236,0
2016-10-22 09:55:00,634.0,634.02,632.86,633.67,0,0.698276,-0.681034,0.284483,-0.085835,-0.487292,0.091252,2.9,-0.416667,0.726562,-0.928,-0.96994,-0.988824,-3.803809,4.383331,0.396552,0.024014,-0.144082,0.90625,6.6,2.515152,-0.015086,0.385641,0.696686,0.018133,50.5017,0.512409,0.195857,0.354388,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,0,1,0.22188633603257168,0.16294642848263607,0.7265624999432138,0.9088541666021257,0.7989012715190456,-0.26415094336454625,1.0566037734580485,4.4185248708245295,3.1698113203741456,0.3962264150468194,0.18534387065483626,1.0010983725541145,0.0,0.7071067811865476,-0.9749279121818236,0
2016-10-22 10:00:00,634.0,634.0,634.0,634.0,0,0.0,0.0,0.0,0.0,0.0,0.284832,0.0,1.083333,0.984375,0.0,0.0,-0.928534,0.044744,3.821115,0.0,-0.025431,-1.589464,0.0,1.0,0.0,0.0,1.11411,1.452515,0.231595,59.819,0.522226,0.576473,0.752892,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,0,1,0.19816272953052294,0.01757188488481265,0.9843749999231096,0.9036458332623192,0.8189366917406316,0.10172570389265843,1.6784741142280692,5.099000907616884,2.54314259731516,0.02543142597312847,0.17192230218153814,0.8925330028448741,0.0,0.49999999999999994,-0.9749279121818236,0
2016-10-22 10:05:00,634.18,634.18,634.18,634.18,0,0.0,0.0,0.0,0.0,0.0,0.057551,0.0,1.416667,1.0,0.0,0.0,1.000568,0.005245,0.042836,0.0,0.200179,-1.789097,0.0,0.545455,0.0,0.0,1.11411,1.452515,0.231595,59.819,0.522226,0.576473,0.752892,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,0,1,0.20512820500164342,0.03963414624274875,0.9999999999300699,0.9036458332654642,0.8161091101643135,1.8016085788630234,2.727435209667682,5.242180517664077,2.727435209667682,-0.20017873098474875,-0.4899740009399074,0.9312415859473453,0.0,0.49999999999999994,-0.9749279121818236,0
2016-10-22 10:15:00,634.18,634.18,634.18,634.18,0,0.0,0.0,0.0,0.0,0.0,0.109336,0.0,0.583333,1.0,0.0,0.0,0.0,0.0,0.005545,0.0,0.0,-1.658887,0.0,0.0,0.0,0.0,1.11411,1.452515,0.231595,59.819,0.522226,0.576473,0.752892,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,0,1,0.20322580632457998,0.34285714261630873,0.9999999999300699,0.9947916665944163,0.7890602328542753,0.28904847393124167,2.4757630158467716,5.265709155532123,2.7396768398711044,0.0,-0.9995511328623516,0.9304082618176557,0.0,0.49999999999999994,-0.9749279121818236,0
2016-10-22 10:20:00,634.18,634.18,633.79,633.79,0,0.0,0.0,1.0,-1.0,0.0,0.068372,1.344828,-0.416667,0.704545,0.0,-0.201539,0.499078,-0.022929,0.022929,-1.0,0.0,0.34186,0.295455,0.0,0.0,-0.681818,1.11411,1.452515,0.231595,59.819,0.522226,0.576473,0.752892,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,1,0,0.07836990582919923,-0.06250000020511143,0.704545454492076,0.9015151514507385,0.7033218265883552,-0.34186046506069473,2.572093022837044,6.186046510620949,2.572093022837044,0.6348837208268723,-0.8414609472388574,0.5061823527778855,0.0,0.49999999999999994,-0.9749279121818236,0
2016-10-22 10:25:00,634.18,634.18,633.78,634.02,0,0.6,-0.6,0.4,-0.16,-0.36,-0.056322,4.102564,0.75,0.6,0.0,-0.207161,133.382082,4.631026,4.727733,0.2,0.0,0.016092,1.0,0.589744,1.5,-1.961071,1.11411,1.452515,0.231595,59.819,0.522226,0.576473,0.752892,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,1,0,0.10307692294703386,0.006849314860192468,0.5999999998500568,0.768181818090734,0.7271003063382379,0.5632183907140133,0.209195402265184,6.4850574702208865,2.0597701146110707,0.2574712643263381,-0.6948756487144138,0.5324995592486099,0.0,0.49999999999999994,-0.9749279121818236,0
2016-10-22 10:40:00,633.91,633.91,633.79,633.79,0,0.0,0.0,1.0,-1.0,0.0,-0.159515,0.607595,-0.833333,0.025,0.0,-0.020734,-0.6949,-2.789486,4.942587,-1.0,-0.458182,-0.01697,0.3,1.0,0.0,-1.153846,1.11411,1.452515,0.231595,59.819,0.522226,0.576473,0.752892,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,1,0,0.14793388414758368,0.04411764681877284,0.024999999993728685,0.4431818181119536,0.6669805032364123,-0.35636363630322915,-0.22060606056861973,6.4315151504237695,1.7818181815157599,0.6618181817058592,-0.6468758651079581,0.4711651624416531,0.0,0.49999999999999994,-0.9749279121818236,0
2016-10-22 10:50:00,634.04,634.04,634.04,634.04,0,0.0,0.0,0.0,0.0,0.0,-0.047286,0.0,0.583333,0.65,0.0,0.0,-0.991867,0.626744,3.072662,0.0,-0.236429,-0.439083,0.0,1.086957,0.0,0.0,1.11411,1.452515,0.231595,59.819,0.522226,0.576473,0.752892,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,1,0,0.15024630526923333,0.015624999758286906,0.6499999998375142,0.42499999989376636,0.7053590780576534,-0.23642943301192318,2.195416163682281,5.167671892975304,2.195416163682281,0.23642943301192318,-0.7196106435775991,0.501866009257091,0.0,0.49999999999999994,-0.9749279121818236,0
2016-10-22 10:55:00,634.18,634.6,634.18,634.6,0,1.0,0.0,1.0,1.0,0.0,0.259435,1.846154,1.416667,1.0,0.0,0.220718,21.019431,0.247511,0.348207,1.0,0.664407,-0.632768,0.512195,2.24,0.0,0.199275,1.11411,1.452515,0.231595,59.819,0.522226,0.576473,0.752892,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,1,0,0.17969924797720582,0.12650602386995335,0.9999999998780488,0.5583333332364303,0.8287172420716915,0.6644067795560349,1.0282485874079352,5.726553671410555,2.9265536718534926,-0.6644067795560349,-0.7178264500209358,0.6147867017733954,0.0,0.49999999999999994,-0.9749279121818236,0
2016-10-22 11:00:00,634.6,636.53,634.37,636.53,0,1.0,-0.106481,0.893519,0.893519,-0.011338,0.874812,9.191489,1.583333,1.0,0.0,5.252551,154.65377,4.81259,4.803243,1.0,2.896034,-0.870311,0.785455,3.446429,0.119171,3.848691,1.387305,1.768448,0.433884,74.0668,0.436922,0.684851,0.87465,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,0,1,0.19130434768582194,0.327298050001009,0.9999999999636363,0.8833333332263996,1.2188968651742524,4.111468380947949,3.79635584080225,8.25294748000498,5.672025722621564,-2.8960342975289453,0.018108103909753703,0.7079153543254222,0.0,0.258819045102521,-0.9749279121818236,0
2016-10-22 11:05:00,634.36,634.51,634.36,634.48,0,0.8,0.2,0.8,0.64,0.04,0.472363,0.222222,0.083333,0.251825,0.0,0.01676,-0.984818,-2.555562,4.940705,0.6,-2.465562,-0.390584,0.054745,1.062176,0.25,0.057586,1.387305,1.768448,0.433884,74.0668,0.436922,0.684851,0.87465,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,1,0,0.03139013444574945,0.06571428564963777,0.2518248175090766,0.7506082724502536,0.6853784079168246,0.5614646904284663,0.9886660853196845,2.0627724496175293,1.9773321706392302,2.502179598648346,0.9537449030975849,1.0842418950941388,0.0,0.258819045102521,-0.9749279121818236,0
2016-10-22 11:15:00,635.04,635.04,634.05,634.05,0,0.0,0.0,1.0,-1.0,0.0,-0.012411,1.450549,-0.916667,0.004016,-6.6,-0.754881,-0.385032,-0.013071,2.558186,-1.0,-1.849291,0.161348,0.39759,0.209756,0.0,-0.045442,1.387305,1.768448,0.433884,74.0668,0.436922,0.684851,0.87465,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,0,1,0.08017135852970947,0.002752293522630178,0.004016064256863157,0.4186136272431918,0.5616164383072765,0.3226950354209316,0.06205673758089412,1.7003546097180509,0.3351063829371104,3.0780141840151702,1.3215815552257562,1.0422943216144351,0.0,0.258819045102521,-0.9749279121818236,0
2016-10-22 11:20:00,635.04,635.58,634.32,634.32,0,0.0,0.428571,0.571429,-0.571429,0.183673,-0.366897,1.354839,0.416667,0.108871,0.0,-1.156249,15.944713,0.055585,0.06854,-1.0,-1.146552,-0.325862,0.508065,0.627907,0.75,-0.381234,1.387305,1.768448,0.433884,74.0668,0.436922,0.684851,0.87465,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,0,1,0.025587828390619016,0.048269580996552985,0.10887096773758323,0.12157061650117411,0.6119956276375063,0.33793103444207745,0.16896551722110734,2.799999999662124,0.6517241378524702,2.667241378988338,0.6093083101847923,1.0968908165337066,0.0,0.258819045102521,-0.9749279121818236,0
2016-10-22 11:30:00,634.3,634.3,634.3,634.3,0,0.0,0.0,0.0,0.0,0.0,-0.623722,0.0,-1.083333,0.100806,0.0,0.0,-0.998155,-0.003896,0.059489,0.0,-1.728062,-0.337512,0.0,0.074074,0.0,0.0,1.387305,1.768448,0.433884,74.0668,0.436922,0.684851,0.87465,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,1,0,0.020833333232056273,0.024714828837483105,0.10080645160883771,0.07123116120109448,0.5853213000200436,-0.4050144647477229,0.16200578589905845,2.821600771075051,0.7020250722292022,3.010607521290747,0.5568447948689168,0.8795084636547796,0.0,0.258819045102521,-0.9749279121818236,0
2016-10-22 11:35:00,635.54,635.54,635.54,635.54,0,0.0,0.0,0.0,0.0,0.0,0.317512,0.0,0.583333,0.973856,0.0,0.0,1.00391,0.002544,0.009971,0.0,-0.053589,-1.996172,0.0,62.0,0.0,0.0,1.387305,1.768448,0.433884,74.0668,0.436922,0.684851,0.87465,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,-1,1,0.11528976561511317,0.07912457906607462,0.973856209086627,0.3945112094776824,0.9595867221024884,-1.326315789295988,2.3444976073413715,4.461244018540912,2.357894736526167,1.326315789295988,-0.18701877209599793,0.8906498764932178,0.0,0.258819045102521,-0.9749279121818236,0
2016-10-22 11:40:00,634.98,634.98,634.98,634.98,0,0.0,0.0,0.0,0.0,0.0,0.403745,0.0,-0.583333,0.607843,0.0,0.0,-0.000881,-0.053867,0.143324,0.0,-0.786517,-0.891386,0.0,0.451613,0.0,0.0,1.387305,1.768448,0.433884,74.0668,0.436922,0.684851,0.87465,-0.027696,-0.799138,-0.031491,57.2594,0.142662,-0.023175,-0.664382,0,1,0.058752997508122906,-0.169584245119956,0.6078431372151809,0.560835265970215,0.7437583688858902,0.655430711524565,1.2584269661272125,1.4288389511235935,1.5730337076590157,2.031835205726092,-0.9991431009209967,0.9191374658244982,0.0,0.258819045102521,-0.9749279121818236,0
