time,open,high,low,close,spread,f01_CPR,f02_WickAsym,f03_BEF,f04_TCS,f05_SPI,f06_LRSlope,f07_RECR,f08_SCM,f09_HLER,f10_EP,f11_KE,f12_MCS,f13_Work,f14_EDR,f15_AI,f16_PPShigh,f16_PPSlow,f17_SCR,f18_RVD,f19_WBER,f20_NCDE,rsi14,rsi6,stoch_k,stoch_d,bb_pct,mom5,mom10,mom20,ll_dist10,hh_dist10,vol_accel,atr_ratio,spread_norm,hour_enc,dow_enc,h1_trend_sma20,h1_trend_sma50,h1_slope5,h1_rsi14,h1_atr_ratio,h1_dist_sma20,h1_dist_sma50,h4_trend_sma20,h4_trend_sma50,h4_slope5,h4_rsi14,h4_atr_ratio,h4_dist_sma20,h4_dist_sma50,entry_class,cluster
2020-01-02 13:35:00,1521.37,1522.26,1521.32,1522.21,18,0.946809,0.0,0.893617,0.846084,0.0,0.234361,2.764706,-0.083333,0.955357,2.043478,1.867186,-0.060706,4.067693,4.502862,0.893617,1.254038,-0.370044,0.839286,7.0,0.119048,1.321142,0.2191283290540362,0.2812499996338057,0.9553571427718792,0.5944622383686872,0.9641024488455688,1.6651982375430878,3.885462554267672,3.3098384721540297,4.975036709697117,-0.6784140967767097,0.239312737468005,-0.2323127565806102,37.00440527873778,-0.2588190451025208,-0.587785252292473,-0.093193,1.178929,0.074625,48.164,0.412134,-0.017483,0.221699,1.177735,5.992488,-0.076167,68.6131,-0.013262,0.286561,1.47535,1,0
2020-01-02 13:40:00,1522.19,1522.23,1521.86,1522.15,22,0.783784,-0.675676,0.108108,-0.023375,-0.60263,0.40472,0.755102,-1.083333,0.901786,-0.393617,-0.291857,-0.574551,-0.207102,4.407797,0.567568,-0.061947,-1.486726,0.330357,0.071429,8.25,-0.068887,0.2424999997401318,0.299999999616,0.9017857142052774,0.7693744163483967,0.8919487503424478,1.2182890852945047,2.457227138135881,4.233038347209051,3.82005899626177,0.2271386430207467,0.3212729206860647,-0.231065847197245,45.42772860419067,-0.2588190451025208,-0.587785252292473,-0.093193,1.178929,0.074625,48.164,0.412134,-0.017483,0.221699,1.177735,5.992488,-0.076167,68.6131,-0.013262,0.286561,1.47535,1,0
2020-01-02 13:45:00,1522.16,1522.36,1522.06,1522.29,20,0.766667,-0.1,0.433333,0.332222,-0.056667,0.514198,0.57971,0.583333,0.942623,0.810811,0.210048,0.452688,0.334157,0.529793,0.533333,0.216049,-1.987654,0.245902,2.333333,1.307692,0.372982,0.3337801605449817,0.2967479670910202,0.9426229507424508,0.9332552692398692,0.8888726387861343,1.6419753082873183,2.376543209363056,5.379629628467746,2.851851851235766,-0.064814814800757,0.2085620039646898,-0.2600205551029594,43.20987653387732,-0.2588190451025208,-0.587785252292473,-0.093193,1.178929,0.074625,48.164,0.412134,-0.017483,0.221699,1.177735,5.992488,-0.076167,68.6131,-0.013262,0.286561,1.47535,1,0
2020-01-02 13:50:00,1522.29,1522.39,1522.05,1522.06,22,0.029412,0.264706,0.676471,-0.656574,0.08564,0.317885,0.657005,-0.583333,0.736,-1.133333,-0.274007,-0.321711,-0.498987,0.804536,-0.941176,0.065319,-1.589425,0.272,1.642857,0.478261,-0.401952,0.2853535350758978,0.185314685027123,0.7359999999409963,0.8601362216295748,0.7895387879011221,1.241057542497952,0.631415240920002,4.506998443808717,2.0031104194702656,0.6531881802620539,-0.2005623821440546,-0.2598135145662057,47.90046655255788,-0.2588190451025208,-0.587785252292473,-0.093193,1.178929,0.074625,48.164,0.412134,-0.017483,0.221699,1.177735,5.992488,-0.076167,68.6131,-0.013262,0.286561,1.47535,1,0
2020-01-02 13:55:00,1522.05,1522.18,1521.33,1521.93,21,0.705882,-0.552941,0.141176,-0.041522,-0.474879,-0.135215,1.74359,-1.416667,0.570093,0.0,-1.563269,0.992422,-0.344384,0.15934,0.411765,-0.43685,1.102526,0.794393,0.565217,6.083333,-0.178797,0.2254901957939615,0.1447368418507815,0.5700934578906772,0.7495721361913747,0.728336003010133,1.1649331349734755,0.9153046060504192,4.3684992561494695,1.6433878154084276,0.9569093608708495,0.0904123797313634,-0.2198367802434881,43.68499256149185,-0.2588190451025208,-0.587785252292473,-0.093193,1.178929,0.074625,48.164,0.412134,-0.017483,0.221699,1.177735,5.992488,-0.076167,68.6131,-0.013262,0.286561,1.47535,1,0
2020-01-02 14:00:00,1521.92,1522.02,1521.52,1521.62,23,0.2,0.0,0.6,-0.48,0.0,-0.30774,1.075269,-1.583333,0.273585,0.0,-0.587085,-0.267807,-2.073311,1.319536,-0.6,-0.801858,-0.411765,0.471698,2.384615,0.666667,-0.630736,0.1018518515917769,0.0730994150035893,0.2735849056344885,0.5265594544887207,0.6123721774066205,-1.2786377706210368,0.4767801856547506,3.0340557268963315,1.040247677792676,1.6687306497935983,0.2035005447854778,-0.2456972047659089,49.845201227587445,-0.4999999999999997,-0.587785252292473,0.205893,1.469365,0.226987,51.8675,0.321204,0.03625,0.259276,1.177735,5.992488,-0.076167,68.6131,-0.013262,0.286561,1.47535,1,0
2020-01-02 14:05:00,1521.61,1522.09,1521.61,1522.07,22,0.958333,0.041667,0.958333,0.918403,0.001736,-0.189247,0.964824,-0.083333,0.698113,0.96,0.532778,-0.273897,1.614469,3.138823,0.916667,-0.645161,-0.602151,0.45283,1.451613,0.043478,0.726626,0.1271676298040261,-0.0530303032335115,0.6981132074812049,0.5139305236687902,0.7354893863498976,-0.1720430107160224,1.0967741933125037,3.5913978486896942,1.9999999995695432,0.6881720428631117,0.3082828825066761,-0.2346938776770024,47.31182794681472,-0.4999999999999997,-0.587785252292473,0.205893,1.469365,0.226987,51.8675,0.321204,0.03625,0.259276,1.177735,5.992488,-0.076167,68.6131,-0.013262,0.286561,1.47535,1,0
2020-01-02 14:10:00,1522.09,1522.35,1521.62,1522.27,22,0.890411,-0.534247,0.246575,0.219553,-0.402515,0.119878,1.345622,0.916667,0.886792,0.0,1.221002,0.307864,0.669643,0.882711,0.780822,0.363914,-0.620795,0.688679,0.444444,3.055556,0.247635,0.0811688309046654,0.0410958901885523,0.8867924527464359,0.6194968552873764,0.7765197490916057,-0.0428134556482886,1.5840978589881418,4.40978593177763,2.418960244130258,0.2568807338902189,0.167071217896686,-0.2247510669850173,47.0948012131604,-0.4999999999999997,-0.587785252292473,0.205893,1.469365,0.226987,51.8675,0.321204,0.03625,0.259276,1.177735,5.992488,-0.076167,68.6131,-0.013262,0.286561,1.47535,1,0
2020-01-02 14:15:00,1522.27,1522.68,1522.03,1522.04,18,0.015385,0.615385,0.353846,-0.348402,0.397633,0.179381,1.015625,-0.416667,0.525926,-0.890411,-0.898076,0.106785,-0.894394,1.545795,-0.969231,0.680412,-1.051546,0.481481,1.15,1.826087,-0.365135,0.0907590756346261,-0.080645161452644,0.5259259258869422,0.703610528704861,0.684195681619592,-0.0412371133935206,1.1340206183227566,4.618556700078537,1.8556701027098377,0.7216494843875497,0.2506565104892457,-0.1881680577173785,37.113402054202375,-0.4999999999999997,-0.587785252292473,0.205893,1.469365,0.226987,51.8675,0.321204,0.03625,0.259276,1.177735,5.992488,-0.076167,68.6131,-0.013262,0.286561,1.47535,1,0
2020-01-02 14:20:00,1522.03,1522.23,1521.93,1522.06,20,0.433333,0.233333,0.1,0.043333,0.21,0.174487,0.508475,1.083333,0.465517,0.461538,0.189627,-0.202888,0.080603,1.062359,-0.133333,-0.923754,-0.656891,0.258621,0.086957,9.0,0.091769,0.111486486197244,-2.2388058074085396e-10,0.4655172413391153,0.6260785399908312,0.69018330185736,0.2668621700329463,1.416422287099346,4.639296186730807,1.8885630494653285,1.2727272724662213,0.1296188110395237,-0.1781350173713199,41.05571846664447,-0.4999999999999997,-0.587785252292473,0.205893,1.469365,0.226987,51.8675,0.321204,0.03625,0.259276,1.177735,5.992488,-0.076167,68.6131,-0.013262,0.286561,1.47535,1,0
