f01_CPR,f02_WickAsym,f03_BEF,f04_TCS,f05_SPI,f06_LRSlope,f07_RECR,f08_SCM,f09_HLER,f10_EP,f11_KE,f12_MCS,f13_Work,f14_EDR,f15_AI,f16_PPShigh,f16_PPSlow,f17_SCR,f18_RVD,f19_WBER,f20_NCDE,rsi14,rsi6,stoch_k,stoch_d,bb_pct,mom5,mom10,mom20,ll_dist10,hh_dist10,vol_accel,atr_ratio,spread_norm,hour_enc,dow_enc,time,idx,direction,rule,atr,entry_price,label,hurst_rs,ou_theta,entropy_rate,kramers_up,wavelet_er,vwap_dist,quantum_flow,quantum_flow_h4,quantum_momentum,quantum_vwap_conf,quantum_divergence,quantum_div_strength,vpin,sig_quad_var,har_rv_ratio,hawkes_eta
1.0,-0.886364,0.113636,0.113636,-0.78564,-0.126819,1.364341,0.583333,0.366667,1.571429,0.049137,0.103254,0.032221,1.259164,1.0,-0.249364,0.306361,0.366667,0.027778,7.8,0.072639,-0.246070133053863,-0.4444444444814113,0.3666666666361426,0.3418901660095081,0.2225396995841701,-0.5272264630667575,-0.876335877800153,-0.890585241666809,3.726208651133942,1.2254452925335486,-0.5991045305410354,-0.5080809901638317,0.0,-0.9659258262890684,0.5877852522924732,2016-11-16 19:25:00,826,1,R3b_higherlow,1.4035714285714591,729.25,1,0.5606313518342333,0.0529376770061725,0.481461829340194,0.0035250106396514,42.338402627919656,9.233055298820664,-251.94107142857692,1821.7757142857167,11.441785714285686,-1.0,1.0,1821.7757142857167,0.7342213570880106,5.366483647117668,0.9178598330012256,2.75
1.0,-0.634146,0.365854,0.365854,-0.402142,0.20566,1.518519,2.083333,1.0,0.0,0.074804,0.111856,1.60856,1.479119,1.0,0.141509,-0.141509,0.431579,7.5,1.733333,0.598078,-0.0282392027675213,0.4595959590144187,0.9999999998947368,0.9999999999084108,0.5077680448975818,0.8490566036934554,0.1509433962121436,-2.9811320751904,1.2641509432769844,-0.0754716981060181,-0.498429330585634,-0.6309118764926843,0.0,-0.9659258262890684,0.5877852522924732,2016-11-16 19:50:00,831,1,R3h_close_streak,1.0600000000000105,730.15,1,0.5633403446205427,0.0789507744570897,0.481461829340194,0.0035250106396514,51.4289161133276,12.796094008606856,-93.28000000000092,1821.7757142857167,23.15785714285808,-1.0,1.0,1821.7757142857167,0.7277932621242695,5.365626003103749,0.9170792467934535,2.75
1.0,-0.271429,0.728571,0.728571,-0.073673,0.201322,2.222222,0.916667,1.0,0.0,1.311932,15.498698,3.71206,3.71206,1.0,0.833058,-0.161983,0.875,0.0,0.372549,1.934234,0.0905511807768699,0.3648648643973786,0.999999999875,0.79960317446855,0.7862317129158917,1.2264462807078298,2.105785123479516,0.046280991724784,3.9338842966103273,-0.8330578510469022,-0.1743515217544662,-0.8440745761719702,0.0,-0.8660254037844386,0.5877852522924732,2016-11-16 20:05:00,834,1,R3f_sma_bounce,0.4321428571428701,730.51,1,0.5634172139484066,0.1528692844954046,0.481461829340194,0.0054345772346823,51.4289161133276,31.81547708489901,-65.68571428571626,2189.6285714285737,27.27571428571406,-1.0,1.0,2189.6285714285737,0.7036418971687586,5.365136689479804,0.9158298072997854,2.75
1.0,0.0,1.0,1.0,0.0,0.590847,1.103448,1.333333,1.0,0.0,0.648641,-0.237494,2.240113,2.240113,1.0,1.138983,-1.661017,0.396694,0.0,0.0,1.013476,0.1711864403594327,0.3837209298215395,0.9999999999173552,0.999999999887495,0.9559101433970528,1.9932203385100893,4.128813558342194,1.2101694912382013,5.172881354704712,-1.138983050577194,0.1870113823112367,-0.839646897037662,0.0,-0.8660254037844386,0.5877852522924732,2016-11-16 20:15:00,836,1,R3g_three_green,0.421428571428586,730.99,1,0.5634172139484066,0.1528692844954046,0.481461829340194,0.0054345772346823,51.4289161133276,33.48166145340825,-21.0714285714293,2189.6285714285737,26.571428571429337,-1.0,1.0,2189.6285714285737,0.6721019557362173,5.365439732886016,0.9148094459960306,2.75
1.0,-0.473684,0.526316,0.526316,-0.224377,-0.012651,1.258278,0.583333,0.591463,1.091954,0.891568,-0.219875,0.742568,1.146006,1.0,-0.351406,-0.028112,0.579268,1.06383,0.9,0.385158,0.1003937006219384,-0.1811594203591688,0.591463414598103,0.3795889756610386,0.7151450800400474,-0.9839357428336324,1.4056224897622407,2.024096385257703,1.672690762817143,1.4056224897622407,0.7989919411582349,-0.6447551450047185,0.0,-0.8660254037844386,0.5877852522924732,2016-11-16 20:50:00,843,1,R3c_breakpullback,0.7114285714285822,731.0,1,0.5648262629942832,0.3563474645051303,0.4710882610615819,0.0144794849586278,47.81861560718419,19.26973728246379,-70.78714285714393,2189.6285714285737,0.8785714285709503,-1.0,1.0,2189.6285714285737,0.5703015752449866,4.044052150038126,0.9185053387737893,2.4166666666666665
1.0,-0.5,0.5,0.5,-0.25,0.246498,0.727273,1.583333,1.0,0.0,0.231835,1.103607,0.585331,0.071506,1.0,0.340467,-1.321012,0.340136,1.0,1.0,0.740341,0.1247689462338889,0.1106194688644377,0.9999999999319727,0.8638211381493693,0.8205679912175277,1.239299610726098,1.3482490270537266,3.077821011253921,2.0019455250191887,0.6809338520473304,0.3851621681875892,-0.5955494704596159,0.0,-0.7071067811865477,0.5877852522924732,2016-11-16 21:00:00,845,1,R3g_three_green,0.7342857142857285,731.5,1,0.5648262629942832,0.3563474645051303,0.4687252757119454,0.0108502768957957,47.81861560718419,19.19423095475496,-16.15428571428603,2189.6285714285737,20.238571428571717,-1.0,1.0,2189.6285714285737,0.5593836796958,3.191381762331535,0.9190763815823234,2.1249999999999996
1.0,-0.661017,0.338983,0.338983,-0.436943,0.416592,1.661972,2.083333,1.0,0.0,1.109499,2.250704,2.215162,1.734371,1.0,0.504959,-0.845807,0.631016,1.6,1.95,0.834885,0.1678445228030056,0.2911111109001361,0.999999999946524,0.9999999999321764,0.9130546183508716,1.1740306581023885,1.148782686960423,3.345356176313408,2.360685301775902,0.1262398557099697,0.3466368542897347,-0.5451674555066628,0.0,-0.7071067811865477,0.5877852522924732,2016-11-16 21:05:00,846,1,R3h_close_streak,0.7921428571428676,731.9,1,0.5647289917365701,0.290594599676056,0.4687252757119454,0.0108502768957957,47.81861560718419,18.22401327955272,-2.7725000000000364,2189.6285714285737,13.381785714285993,-1.0,1.0,2189.6285714285737,0.5559439279486651,2.73052610731801,0.9186781502553761,1.958333333333333
0.976744,0.023256,0.976744,0.954029,0.000541,0.138004,0.803738,1.166667,0.992248,0.0,0.069646,1.295122,0.26156,0.021607,0.953488,0.251705,-0.416615,0.333333,1.448276,0.02381,0.467066,0.4117241377549793,0.3625954194522788,0.9922480619385924,0.956990488717968,0.8437221792185918,0.9460632361237356,3.454432733736124,4.313701177554912,4.400495969859859,-0.0173589584609696,-0.7853189342573479,-0.0498574492430855,0.0,-0.5000000000000004,0.5877852522924732,2016-11-16 22:00:00,857,1,R3i_inside_break,1.152142857142865,736.97,1,0.5613137268055197,0.1938432601411006,0.4827932808498199,0.2421675741820926,44.95205098261427,16.25668738090995,203.9292857142871,2189.6285714285737,5.318571428571744,1.0,0.0,0.0,0.43446024539299355,1.6848705501060846,0.9209446593462413,1.0
0.990099,-0.541254,0.438944,0.434598,-0.303674,0.646881,4.344086,1.75,0.991525,0.0,2.430531,-0.106254,2.051865,0.711308,0.980198,0.713098,-0.305613,0.855932,0.463415,1.278195,0.861115,0.4315508019995555,0.4893333331750498,0.991525423700812,0.9935121375222984,0.9694319155698552,2.6995841993877736,2.539501039316243,6.82536382486713,5.806652806230262,-0.6912681912179198,0.1742235074607396,0.2150913843641435,0.0,-0.5000000000000004,0.5877852522924732,2016-11-16 22:15:00,860,1,R3c_breakpullback,1.374285714285723,739.97,1,0.5611682249863332,0.0074715772350881,0.4827932808498199,0.2421675741820926,44.95205098261427,15.64340530293886,331.8900000000021,2189.6285714285737,56.75535714285763,1.0,0.0,0.0,0.432182507002781,1.0755032995225284,0.910598191600822,0.7916666666666664
1.0,0.0,1.0,1.0,0.0,0.668987,0.565445,1.833333,1.0,0.0,0.178863,0.25799,0.069271,1.990625,1.0,0.0,-1.801688,0.234783,0.031579,0.0,1.682556,0.4227985523170195,0.4999999998395722,0.9999999999710144,0.9971751412118648,0.9192050688626294,2.547468354242304,2.93881856518385,6.667721518494966,5.914556961588569,0.0,0.2903364979357297,0.2146527091559738,0.0,-0.5000000000000004,0.5877852522924732,2016-11-16 22:20:00,861,1,R3g_three_green,1.354285714285717,740.0,1,0.5611682249863332,0.0074715772350881,0.4827932808498199,0.2421675741820926,44.95205098261427,15.835736052508684,327.7371428571435,2189.6285714285737,-4.152857142858579,1.0,0.0,0.0,0.4339581415417942,0.8818743122165124,0.9113784885133663,0.708333333333333
1.0,0.0,1.0,1.0,0.0,-0.45571,0.059172,-0.083333,0.025,0.052083,0.002791,-0.950116,0.17517,0.786284,1.0,-2.913554,0.0,0.025,0.416667,0.0,0.142469,-0.0856443720358998,-0.1400000000616961,0.0249999999987841,0.0256493506481968,0.1551286919340062,-0.2540021344337027,-1.374599786347367,-1.7182497329342508,0.0747065101276795,3.376734257766494,-0.2216565146854479,-0.1117641483783598,0.0,0.8660254037844387,0.9510565162951536,2016-12-20 08:10:00,873,1,R3b_higherlow,4.302142857142859,787.95,0,0.4073836878332729,0.7852848371634368,0.329798519969062,0.1051081925674554,3.627183440902105,-2.173156149229614,-62.24357142857221,221.4692857142858,2.524285714284929,1.0,1.0,221.4692857142858,0.378658735795761,1.813532042244347,1.03810021504778,0.3160919540229879
1.0,-0.787879,0.212121,0.212121,-0.620753,0.212745,1.233645,0.916667,0.55,0.0,0.923201,22.650522,3.549501,3.404997,1.0,0.192157,-0.15098,0.495,21.0,3.714286,0.450974,0.0158045975973974,0.1176470587244371,0.5499999999725114,0.1916666666570994,0.6608526625414385,-0.452941176408474,0.0411764705825459,0.3156862744664979,1.5098039213614238,1.6607843134975817,0.0970157402633098,0.0033050045832858,0.0,0.8660254037844387,0.9510565162951536,2016-12-20 08:15:00,874,1,R3d_oversold,4.160714285714286,789.0,0,0.4073836878332729,0.7852848371634368,0.329798519969062,0.2060826370522803,3.627183440902105,-0.539143064633558,13.842857142857206,221.4692857142858,76.08642857142942,-1.0,0.0,0.0,0.38431277712737805,1.4840037317844235,1.0392594149895624,0.2586206896551719
