cid,n_before,n_after,R_before,R_after,PF_before,PF_after
0,783,783,1374.8700000000001,1374.8700000000001,4.690331758642902,4.690331758642902
1,37,37,12.309999999999999,12.309999999999999,1.515062761506276,1.515062761506276
2,122,71,-38.39,8.910000000000002,0.6939816660023914,1.1579227224388513
3,412,412,603.98,603.98,3.420567489579993,3.420567489579993
4,13,13,-5.960000000000001,-5.960000000000001,0.550866616428033,0.550866616428033
