weekly_return_pct,volatility_pct,trend_consistency,trend_strength,volatility,range_vs_atr,return_autocorr,start_idx,end_idx,center_time,cluster
0.007632265836323687,0.0005604909628425999,0.5156794425087108,13.61708345935197,0.0006697652537515252,30.359230198829106,0.1384475711057976,0,288,2016-01-04 13:00:00,0
0.003974165811594603,0.0004634737851893417,0.49825783972125437,8.574718492983498,0.0005749376495837825,15.073976178638382,-0.10346968410508778,288,576,2016-01-05 14:00:00,1
0.018209043151035435,0.0005407485146179595,0.5400696864111498,33.67371150374523,0.0007888103287046336,25.98211255220791,-0.08975940696513705,576,864,2016-01-06 15:00:00,0
0.007114072302447212,0.0006628877539523585,0.5470383275261324,10.731924866775605,0.0008377137692406453,22.423229473443957,-0.026655564963079262,864,1152,2016-01-07 16:00:00,0
0.00014748479020878233,0.0006779211849138191,0.4843205574912892,0.21755415811850343,0.0008393311384817521,17.99081425806002,-0.1761472915592387,1152,1440,2016-01-08 17:00:00,1
-0.004748196136676418,0.0005331303651529038,0.5052264808362369,-8.906240463482428,0.0007213595864976033,18.569301035303354,-0.08774215079613681,1440,1728,2016-01-11 18:00:00,1
-0.011389228948565498,0.0005675808679627255,0.49825783972125437,-20.06623113145936,0.0007281765443817337,20.503626249276724,-0.020572602363071003,1728,2016,2016-01-12 19:00:00,3
0.00506815187568023,0.0005282795964648548,0.4843205574912892,9.593674099702431,0.000694752183836406,20.74670811023247,0.027236932730996182,2016,2304,2016-01-13 20:00:00,2
-0.005514618627580922,0.0005301122196419884,0.44947735191637633,-10.40271855756628,0.0007237074637937725,27.70607722887299,0.13266834105213057,2304,2592,2016-01-14 21:00:00,2
0.00467365825038688,0.0005973355803065014,0.4738675958188153,7.8241621298142565,0.0008080858943612163,19.52262754076672,0.09347525971434546,2592,2880,2016-01-15 22:00:00,2
-0.0019331713639237553,0.00041439798678280054,0.5052264808362369,-4.665000218586419,0.0005809310993641378,18.967904380034113,0.10761357128793975,2880,3168,2016-01-19 03:30:00,2
0.012166921574553149,0.000498540776476595,0.5087108013937283,24.40501909497317,0.000720876752988694,24.825036835746904,-0.029970061414302054,3168,3456,2016-01-20 04:30:00,0
-0.0039509247503482555,0.0005494401955937713,0.5017421602787456,-7.190805462045054,0.000816837570878339,17.95025176443452,0.022609840839361715,3456,3744,2016-01-21 05:30:00,2
0.0057442018714056456,0.0004816884916990106,0.4843205574912892,11.925113523122025,0.0006713473109820374,14.133852078426075,-0.04143006204883892,3744,4032,2016-01-22 06:30:00,1
0.006870785902473345,0.00039774907741863496,0.5156794425087108,17.27412838500039,0.0005393496820277887,21.864085064318633,-0.05473911226923485,4032,4320,2016-01-25 07:30:00,0
0.012774869535303466,0.00044091380956089204,0.5365853658536586,28.973555113800746,0.0006555883254418004,22.649724467299933,-0.11071278437130996,4320,4608,2016-01-26 08:30:00,0
0.0016857924335564854,0.00043078653404487056,0.47735191637630664,3.9132804464599347,0.000619427233913696,13.273400167555737,0.07465559270949919,4608,4896,2016-01-27 09:30:00,2
-0.006222757921787311,0.0005516169789000677,0.5156794425087108,-11.280919331519177,0.0006926568500494643,21.216491089589788,0.0767632251880174,4896,5184,2016-01-28 10:30:00,3
0.00160116517627115,0.00048519637223440863,0.5156794425087108,3.300028540751442,0.0007339425131236132,12.296121072425448,-0.004640369582577117,5184,5472,2016-01-29 11:30:00,1
0.01065560323859278,0.000423070629939749,0.5331010452961672,25.18628639814558,0.0005766406329125935,22.0487245067815,-0.11100682140063367,5472,5760,2016-02-01 12:30:00,0
-0.0013526696610342056,0.0003897542966729481,0.4912891986062718,-3.470561330611651,0.0005568482492568852,13.948474167849655,-0.10135822056476075,5760,6048,2016-02-02 13:30:00,1
0.013444529694186047,0.0005793893858023288,0.5261324041811847,23.204613027135956,0.0007840574247963538,23.780026587390598,0.023318280745901317,6048,6336,2016-02-03 14:30:00,0
0.011618363435308414,0.0004928121236390758,0.519163763066202,23.575596667383838,0.0007240472598230467,21.37121757028533,-0.046440361521116795,6336,6624,2016-02-04 15:30:00,0
0.0096355279440428,0.0007334488016621615,0.5121951219512195,13.137269820247461,0.0009115643428887483,27.688119174929383,0.06207762540937763,6624,6912,2016-02-05 16:30:00,0
0.02280379462136998,0.0007677456411613652,0.5679442508710801,29.702239513382736,0.0009750946268972165,31.698088591047316,0.004803191712954921,6912,7200,2016-02-08 17:30:00,0
-0.0012592901943781934,0.0007609511684313982,0.49477351916376305,-1.6548874510392062,0.0009620029660386625,11.53979111545837,-0.04777384160187136,7200,7488,2016-02-09 18:30:00,4
0.01497057864647813,0.0007708811187343243,0.5121951219512195,19.420062137460953,0.000948517909769333,29.324236782104833,-0.04067482651070827,7488,7776,2016-02-10 19:30:00,0
0.028440476151992314,0.0012960245326083784,0.5331010452961672,21.944379517549372,0.001721926068262371,26.727656233229954,0.005003678384864576,7776,8064,2016-02-11 20:30:00,4
-0.02471013861275007,0.0008085450313413804,0.5156794425087108,-30.561202027985807,0.0011253605683828015,22.882807624332596,0.04529985460523837,8064,8352,2016-02-12 21:30:00,3
0.0024781662712761417,0.0007994833795066079,0.49477351916376305,3.0997056788095247,0.0010441522443613463,20.733586798636395,0.041586587240069264,8352,8640,2016-02-16 03:30:00,4
-0.004241291675161309,0.0007893713699779885,0.5087108013937283,-5.372992311954847,0.0010367257012340245,16.40736409078098,-0.003979590801754783,8640,8928,2016-02-17 04:30:00,4
0.0029755220424035524,0.0006349519521542975,0.4843205574912892,4.686208690436142,0.0008636094720747538,12.481424756260264,-0.034837407550059374,8928,9216,2016-02-18 05:30:00,1
0.016099368216643293,0.0008948333363867712,0.5226480836236934,17.991451112225445,0.0010843849696595131,21.70326926870035,-0.09652771738804919,9216,9504,2016-02-19 06:30:00,4
-0.016650789763446715,0.0007327080200039674,0.5435540069686411,-22.724968997046815,0.0009810027240361179,26.053413938662406,-0.06493465501570836,9504,9792,2016-02-22 07:30:00,3
0.009864689735848656,0.0006429080312065594,0.5121951219512195,15.343834441608958,0.0009543180806138785,17.27423393872295,0.016244898851901456,9792,10080,2016-02-23 08:30:00,0
0.010077077347867216,0.0008080340718388003,0.4878048780487805,12.47108906416076,0.0010795030389485483,24.24245729450758,-0.024509759850512344,10080,10368,2016-02-24 09:30:00,4
0.002027111810395278,0.0009305834063792278,0.49825783972125437,2.1783212747809553,0.0012037716988304843,14.586974722817859,-0.046225157586235,10368,10656,2016-02-25 10:30:00,4
-0.011324361857814018,0.0006973307108756433,0.5052264808362369,-16.23956243664002,0.000995302972213864,23.550951344618422,0.022461890358117916,10656,10944,2016-02-26 11:30:00,3
0.01464587517574483,0.0006362278597251079,0.5435540069686411,23.019822115697167,0.000935901929684461,22.089755677141742,-0.09834334872081094,10944,11232,2016-02-29 12:30:00,0
-0.007869054548576688,0.0006879508619562838,0.4808362369337979,-11.438379607259105,0.0009350148142138034,18.447787442673594,0.049849710156690354,11232,11520,2016-03-01 13:30:00,2
0.005328313283116788,0.0006166817060629945,0.5052264808362369,8.640283294359964,0.0008220909162566267,19.03271462699902,0.016987265426608018,11520,11808,2016-03-02 14:30:00,2
0.017821546034815235,0.0006464419960214491,0.5400696864111498,27.568627310526097,0.00085378345813611,28.916915396546077,-0.18260967579530551,11808,12096,2016-03-03 15:30:00,0
-0.000716954845965466,0.0009847991751075283,0.47038327526132406,-0.7280206320913614,0.0012605006935639863,18.363400714296347,0.08424958049831173,12096,12384,2016-03-04 16:30:00,4
0.0059823272611348125,0.0006712609347335176,0.49477351916376305,8.912060928212352,0.0009344694330735387,12.49786186593574,-0.04059161971164758,12384,12672,2016-03-07 17:30:00,1
