f01_CPR,f02_WickAsym,f03_BEF,f04_TCS,f05_SPI,f06_LRSlope,f07_RECR,f08_SCM,f09_HLER,f10_EP,f11_KE,f12_MCS,f13_Work,f14_EDR,f15_AI,f16_PPShigh,f16_PPSlow,f17_SCR,f18_RVD,f19_WBER,f20_NCDE,rsi14,rsi6,stoch_k,stoch_d,bb_pct,mom5,mom10,mom20,ll_dist10,hh_dist10,vol_accel,atr_ratio,spread_norm,hour_enc,dow_enc,time,idx,direction,rule,atr,entry_price,label
0.556213,0.295858,0.408284,0.227093,0.175064,0.442992,0.744493,0.916667,0.876033,0.0,0.296012,0.434486,0.636925,1.749195,0.112426,0.641951,-1.934959,0.279339,0.188011,1.449275,0.660173,0.246900826392278,0.2095343680237601,0.8760330578367589,0.8001839680883704,1.0543399010118746,2.413008129971437,2.649756097440327,3.000325203115417,3.3053658535080688,-0.3004878048644075,0.2332701787246081,-0.2864303417012221,3.642276422598427,-0.7071067811865477,0.5877852522924732,2020-04-01 21:40:00,7297,1,R2d_continuation,2.196428571428555,1588.02,1
0.298851,0.304598,0.097701,-0.068503,0.274838,0.31945,1.92,-0.583333,0.566607,-1.45,-1.401518,1.035928,-0.605463,3.358596,-0.402299,0.986254,-0.798625,0.618117,0.151111,9.235294,-0.151349,0.2618429590482469,0.4400798934002538,0.5666074600254586,0.7987772009387776,0.9379641285553288,1.414432989622704,2.901030927695479,5.513402061590456,4.074914089151061,0.1876288659704033,0.259357394113141,-0.2965815313005447,0.9621993126684882,-0.5000000000000004,0.5877852522924732,2020-04-01 22:00:00,7301,-1,R2b_v_reversal,2.078571428571422,1590.27,1
0.875,0.125,0.875,0.765625,0.015625,0.680192,1.054945,2.083333,0.965675,0.0,0.324621,-0.491331,1.725437,0.578777,0.75,0.503597,-1.906954,0.2746,0.583333,0.142857,0.8693,0.1249999999189841,0.2642436148411478,0.9656750571861202,0.8856139517748071,1.0115178829140368,2.524700239638579,1.228776978334688,1.1347721821780177,3.0081534770161986,-0.4028776978146067,-0.077459142334032,-0.4158027458900964,85.94724220046247,-0.2588190451025215,0.5877852522924732,2020-04-01 23:50:00,7323,1,R2d_continuation,1.4892857142857403,1591.26,0
0.749409,-0.749409,0.250591,-0.062796,-0.561614,0.050944,3.404427,-0.916667,0.543739,0.0,-3.720379,1.097927,-1.032165,0.427471,0.498818,-1.031783,1.824965,0.725557,1.670213,2.990566,-0.26758,-0.0535714286245745,0.1078124999430245,0.5437392795790077,0.7465374521830047,0.5037512808134662,0.5739290649100699,0.6190695531613776,-0.6771073237702018,1.1027176415686857,1.7153385535513048,0.3872988023975929,-0.3758804082470407,174.11331182663085,0.2588190451025207,-0.587785252292473,2020-04-02 01:00:00,7325,1,R2b_v_reversal,1.5507142857143208,1588.75,1
0.262032,0.026738,0.449198,-0.331494,0.014727,-0.167667,1.333333,-0.916667,0.275758,0.0,-0.373025,0.012704,-1.331314,0.090678,-0.475936,-0.466513,-0.193995,0.566667,0.758929,1.22619,-0.717404,0.0950085081773695,-0.0012722647071836,0.2757575757492481,0.5629459148303064,0.6032512525424927,-0.2263279445622972,-0.2494226327829183,0.5958429560925506,2.3741339490820588,1.7644341800570305,0.2124842465352516,-0.0520541433561556,10.161662817082544,0.2588190451025207,-0.587785252292473,2020-04-02 01:40:00,7333,-1,R2d_continuation,2.1650000000000125,1590.72,0
0.288043,0.103261,0.320652,-0.22829,0.07015,0.135613,0.941176,-0.583333,0.614706,-1.295775,-0.420792,1.902611,-1.123923,2.326755,-0.423913,0.353989,-0.712963,0.541176,0.5,2.118644,-0.546503,0.0446570972278649,0.238498789238969,0.6147058823348622,0.8064265622886676,0.8408445631732051,0.6980056979709556,1.1317663817099668,3.315527065361869,2.3433048431880787,0.2991452991303447,-0.2481640102075912,-0.0754216249035265,17.948717947823408,0.4999999999999999,-0.587785252292473,2020-04-02 02:15:00,7340,-1,R2b_v_reversal,2.005714285714248,1594.51,1
0.187166,-0.187166,0.812834,-0.660699,-0.035031,-0.334351,0.913309,-1.416667,0.075922,0.0,-0.431546,-0.823179,-2.340362,0.649875,-0.625668,-1.023421,0.630944,0.40564,1.367521,0.230263,-0.3613,-0.0283333333883643,-0.2163904236041102,0.0759219088920443,0.264195539555097,0.3189442697277108,-1.7636621716653984,-0.4868701206287731,0.616039744469053,0.7551454932201148,2.116394605998501,-0.1712644089380022,-0.0525119529190216,13.41376862956799,0.4999999999999999,-0.587785252292473,2020-04-02 02:35:00,7344,-1,R2d_continuation,2.012857142857115,1591.56,1
0.780488,0.140244,0.70122,0.547293,0.041902,-0.37776,0.873502,-0.083333,0.285078,0.854167,0.418709,0.072291,1.204127,2.84806,0.560976,-1.406138,0.00558,0.365256,0.616667,0.426087,0.765504,-0.1633499171203438,-0.1071964018344423,0.2850779509958713,0.1996273747806753,0.1238116538632382,-1.6404942207135844,-1.3056994817925018,-1.7074531684977503,0.7086488640497224,1.81905141480482,-0.0838289592734539,-0.1267637006989529,27.899561576761123,0.7071067811865475,-0.587785252292473,2020-04-02 03:30:00,7355,1,R2b_v_reversal,1.7921428571428675,1590.05,0
0.259259,-0.203704,0.685185,-0.507545,-0.064129,0.178779,1.018868,-0.416667,0.562842,-1.542857,-0.435018,0.199463,-1.455373,1.705439,-0.481481,0.07773,-0.457742,0.590164,4.4375,0.459459,-0.700244,0.1332819721284103,-0.0132743363693521,0.562841530023826,0.8350833022956246,0.4970447873535094,0.7513880320139835,0.3281924737531732,-0.5181986427684473,1.079580505767353,0.6650215915526738,-0.2578060379380027,-0.3913611582856015,1.727328809227765,0.9659258262890684,-0.587785252292473,2020-04-02 05:30:00,7379,-1,R2b_v_reversal,1.1578571428571292,1585.35,1
0.674603,0.15873,0.507937,0.342656,0.078105,-0.071296,0.830313,0.916667,0.596273,0.0,0.52105,-0.170718,0.947438,0.110726,0.349206,-0.072917,-0.866898,0.391304,1.306122,0.96875,0.451977,-0.0084033614409374,-0.1446280992323318,0.5962732919068949,0.413043478248017,0.4563821812249503,-0.9803240739946936,-0.4780092592206566,-0.2997685184943319,1.5555555554294245,1.0532407406555715,0.5111133584163603,-0.3272652241647977,28.356481479184502,0.9659258262890684,-0.587785252292473,2020-04-02 05:50:00,7383,1,R2d_continuation,1.234285714285696,1584.85,1
0.031746,0.261905,0.674603,-0.653187,0.085223,0.031191,1.96875,-0.916667,0.164384,0.0,-1.142419,0.827967,-2.343309,2.231754,-0.936508,0.263925,-0.239931,0.863014,17.0,0.482353,-0.843254,-0.0298804782187553,0.0099009899475452,0.1643835616325786,0.660434672775294,0.3920946025355133,-0.2039417309096388,-0.1799485860967722,-1.619537274870132,0.7317909167929768,1.3556126819283267,0.0609617359335201,-0.4572597898223249,26.39245929417726,0.9659258262890684,-0.587785252292473,2020-04-02 07:00:00,7397,-1,R2b_v_reversal,0.8335714285714337,1584.55,1
0.721739,0.069565,0.513043,0.370284,0.033875,0.169942,1.170483,0.916667,0.84,0.0,0.883758,-0.266045,1.642214,0.072072,0.443478,0.011561,-0.982659,0.575,0.756757,0.949153,0.618401,0.0394126737627227,0.1582733811528988,0.8399999999580319,0.5260239340739951,0.7607284883156618,1.306358381352003,0.6820809247768119,0.5086705201724753,2.219653178934246,0.7283236993376353,0.775562595762985,-0.3545395431623608,16.184971096394936,0.9659258262890684,-0.587785252292473,2020-04-02 07:50:00,7407,1,R2d_continuation,0.8649999999999929,1585.14,0
0.297101,0.065217,0.34058,-0.239393,0.043006,0.232967,1.240449,-0.416667,0.565022,-1.2,-1.149861,-0.00767,-0.961614,2.482084,-0.405797,0.252747,-0.934066,0.618834,0.75,1.93617,-0.379681,-0.0198776759437557,0.1203389829246718,0.5650224214993177,0.6559454972602573,0.5663768141066337,0.1978021977805311,0.2967032966706717,-0.0219780219755868,1.6483516481705096,0.8131868130974613,0.8700706072228201,-0.312688821804168,23.07692307438713,0.9659258262890684,-0.587785252292473,2020-04-02 07:55:00,7408,-1,R2b_v_reversal,0.9100000000000007,1584.72,0
0.773869,-0.517588,0.030151,0.023333,-0.501982,-0.191196,1.127479,0.583333,0.426593,0.681507,0.971195,-0.515525,0.209783,2.674852,0.547739,-1.134567,0.455228,0.551247,0.105634,32.166667,0.018562,0.05414012730618,-0.2541899441753357,0.4265927977720914,0.3882427969891248,0.5644920892035821,-0.931465732801274,0.2451225612634009,1.2396198098180802,1.036518259056949,1.946973486607088,0.4781797775909147,0.2919946742022452,1.400700350076941,0.8660254037844387,-0.587785252292473,2020-04-02 08:55:00,7420,1,R2b_v_reversal,1.4278571428571922,1585.6,1
0.862434,0.047619,0.772487,0.666219,0.010834,0.038495,0.928747,1.416667,0.831025,0.0,0.814613,0.347668,1.245546,1.078429,0.724868,-0.236372,-0.925229,0.523546,9.733333,0.294521,0.62308,0.0930232557335017,0.014285714217885,0.831024930724873,0.5025392428295072,0.8629364717422715,0.2971538832409362,1.6275928604784644,1.8909792569875108,2.026049203915223,0.8914616497228087,0.3868545699560513,0.3485733614874324,1.3506994692768155,0.7071067811865476,-0.587785252292473,2020-04-02 09:00:00,7421,1,R2d_continuation,1.4807142857143194,1587.06,1
0.0181,0.429864,0.533937,-0.524273,0.200344,0.023257,0.721633,-0.916667,0.220159,0.0,-0.507848,-0.403397,-0.655267,0.879055,-0.963801,-1.691857,-0.738762,0.293103,0.673913,0.872881,-0.332055,0.0098684210056687,-0.0102040816642218,0.2201591511906958,0.4111405835489148,0.5841287489649102,0.6749185667443649,0.3328990227860235,0.7889250813971453,1.2814332246972275,2.6814332246334462,0.1503621024752346,0.9207427704562868,18.697068403056,0.7071067811865476,-0.587785252292473,2020-04-02 09:30:00,7427,-1,R2d_continuation,2.192857142857162,1586.87,0
0.331343,0.256716,0.080597,-0.053892,0.236026,0.510261,1.05098,0.083333,0.738318,-0.723542,-0.644162,-0.242585,-0.350686,2.190209,-0.337313,0.064376,-1.622943,0.391355,0.179894,11.407407,-0.089005,0.3100053219194106,0.4359477123448667,0.7383177570007179,0.8031349597589079,1.0047405942566765,1.873668925396336,3.0256534364899603,3.5304937075280383,3.801548886608869,0.6945788963946514,-0.0182666210348511,1.1161528217267749,1.6940948692552849,0.4999999999999999,-0.587785252292473,2020-04-02 10:15:00,7436,-1,R2b_v_reversal,2.951428571428567,1597.04,1
0.650641,-0.63141,0.330128,-0.115333,-0.422964,-0.377217,1.516403,-1.416667,0.319685,0.0,-0.880269,0.477916,-1.114801,0.522471,0.301282,-1.373633,1.237546,0.491339,0.495192,2.029126,-0.502369,-0.1307592472755907,-0.2025411061552051,0.319685039365069,0.2735629312150371,0.1771063455205454,-1.0504252733452772,-2.441069258705421,1.1822600242511403,-0.3742405832161112,3.465978128649619,0.0594362265957069,0.3625038283415884,7.22964763031221,0.258819045102521,-0.587785252292473,2020-04-02 11:10:00,7447,1,R2b_v_reversal,2.3514285714285768,1589.65,0
0.423529,0.070588,0.082353,-0.047474,0.064775,-0.370846,0.351603,-1.583333,0.308661,0.0,-0.076666,0.076143,-0.10935,1.189664,-0.152941,-1.603159,-0.737085,0.133858,0.067961,11.142857,-0.114323,-0.2161667886172088,-0.1947852761016911,0.3086614173179729,0.2239837026148646,0.1419586291238601,-1.7597894043283584,-2.119118130866582,0.7140506745310886,0.9029285948909682,2.768673905762556,0.0235318350314517,0.2385680050156413,21.651859163201387,0.258819045102521,-0.587785252292473,2020-04-02 11:15:00,7448,-1,R2d_continuation,2.1707142857142765,1589.58,0
0.96648,-0.927374,0.005587,0.005399,-0.922193,-0.282483,0.97019,1.416667,0.364979,0.0,0.428822,0.102571,0.009198,0.945394,0.932961,-1.272727,0.470806,0.377637,0.013514,178.0,0.004468,-0.2389060887890107,-0.3279569892695155,0.3649789029458896,0.1963548844185065,0.1285599326066975,-0.951958610445912,-1.1175166296538712,-3.497413155768828,0.4242424242205644,2.297117516510801,0.2915030561155423,-0.0178927884940042,1.0347376200499503,1.2246467991473532e-16,-0.587785252292473,2020-04-02 12:05:00,7458,1,R2b_v_reversal,1.9328571428571226,1587.42,1
0.638298,0.319149,0.595745,0.380263,0.129018,0.292797,0.531825,0.916667,0.910761,0.0,0.213695,-0.393633,0.418956,1.511364,0.276596,0.417288,-1.996026,0.246719,0.255708,0.678571,0.419149,0.089893100016924,0.1268882174658522,0.9107611548317588,0.7045331690541362,0.9578997790104,1.794336810605502,0.6467958270787899,2.329855936251332,2.413313462326092,-0.1808246398284602,0.2014352417497937,-0.3104464114770161,29.2101341261369,-0.2588190451025208,-0.587785252292473,2020-04-02 13:45:00,7478,1,R2d_continuation,1.4378571428570694,1590.77,1
0.568306,0.095628,0.23224,0.131984,0.07342,0.067597,1.594771,1.416667,0.635104,0.0,1.867965,-0.123869,0.673325,0.173773,0.136612,0.728782,-0.121464,0.845266,1.463768,3.305882,0.157143,0.2320503330107456,0.307692307611261,0.6351039260823408,0.6718915973977228,0.973753799142869,1.5420596000695286,3.628064880985472,3.0999622782219483,4.187853639914779,0.1056205205527288,0.6168117374161195,-0.0245069179189739,1.056205205527048,-0.4999999999999997,-0.587785252292473,2020-04-02 14:20:00,7485,1,R2d_continuation,1.8935714285713792,1595.23,0
0.175373,0.824627,0.175373,0.030756,0.680009,0.379048,1.737439,2.083333,0.652516,0.0,0.814331,2.146301,1.208593,0.935104,-0.649254,1.085714,-1.409524,0.421384,2.611111,4.702128,0.375574,0.1642276422008157,0.1987447697867552,0.6525157232601694,0.8196230907954348,0.8154883955261581,1.5904761904004343,0.9809523809056552,3.5238095236417024,1.976190476096332,0.5809523809247368,-0.1784447083200105,0.1416323011424798,28.57142857006838,-0.7071067811865471,-0.587785252292473,2020-04-02 15:00:00,7493,-1,R2b_v_reversal,2.099999999999974,1595.59,0
0.779817,0.152905,0.712538,0.555649,0.043954,1.031817,2.447147,2.083333,0.887588,0.0,3.037134,0.421807,2.384132,0.835716,0.559633,2.212113,-2.159354,0.510539,1.208333,0.403433,1.014114,0.2885304658932918,0.4999999999521149,0.8875878220071199,0.9019530114568424,1.303700506536008,4.14912516808053,4.318707940617898,6.756931359099384,5.468102287815485,-1.6694481829788397,0.5171922639510775,0.4375933564220693,0.7537012112771176,-0.7071067811865471,-0.587785252292473,2020-04-02 15:15:00,7496,1,R2d_continuation,2.6535714285714187,1605.95,0
0.182948,-0.182948,0.817052,-0.667573,-0.03347,-0.060761,1.24214,-0.916667,0.241535,0.0,-0.814646,-0.266297,-2.620531,2.567085,-0.634103,-0.480648,-0.25166,0.63544,47.0,0.223913,-0.721949,0.058131366323098,-0.1291161178702378,0.2415349887105999,0.5743043476301017,0.4648825836661194,-1.0814574898540197,0.7821862348000903,1.0111740890459089,0.8502024291305218,1.5711740890332186,0.3819562500660682,0.4702520975900219,10.882591092870678,-0.9659258262890684,-0.587785252292473,2020-04-02 17:40:00,7525,-1,R2d_continuation,4.410714285714286,1606.71,0
0.72467,-0.72467,0.27533,-0.075807,-0.525146,-0.285842,0.888454,-1.583333,0.292185,0.0,-0.512338,0.306675,-0.746379,2.12237,0.449339,-1.498328,0.535117,0.403197,0.265957,2.632,-0.31859,0.0196248697211732,-0.2736363636487098,0.2921847246865673,0.4352429142446117,0.3540557495019146,-0.7937569676523013,-0.3701226309839115,0.3857302118085721,0.5039018951950059,1.823857302077521,0.3933670457269149,0.4657273312498988,8.472686733367391,-0.9659258262890684,-0.587785252292473,2020-04-02 17:45:00,7526,1,R2b_v_reversal,4.484999999999998,1605.46,1
0.06135,0.193252,0.684049,-0.642083,0.061058,0.359818,1.028391,0.083333,0.582538,-1.015576,-0.598661,-0.160833,-1.674608,2.959629,-0.877301,0.127547,-1.235195,0.444748,1.259887,0.461883,-0.715107,0.1538222497877367,0.1542750928881596,0.582537517045262,0.8385598703101945,0.7987245997596951,1.0103092783165948,0.2114600815081617,1.4198034044117036,1.433229441332842,0.8995444737170488,0.1188300648408153,-0.2239018145753578,3.356509230287701,-0.9659258262890684,-0.587785252292473,2020-04-02 19:20:00,7545,-1,R2b_v_reversal,2.979285714285733,1610.94,0
0.0,0.35732,0.64268,-0.64268,0.127678,0.156907,1.641548,-0.916667,0.292982,0.0,-1.429301,0.171422,-1.812791,1.606304,-1.0,0.289482,-0.700629,0.707018,8.655172,0.555985,-0.778962,-0.0342987805375011,-0.0409207161477621,0.2929824561352213,0.6887964745587717,0.6007230161281059,-0.222355409040707,0.151033862744597,1.5229247826750605,0.8558585555529391,1.4012586154641165,0.5270534074411679,-0.3365119257046308,0.8390770152479945,-0.8660254037844386,-0.587785252292473,2020-04-02 20:25:00,7558,-1,R2b_v_reversal,2.3835714285714045,1612.27,0
0.10628,0.05314,0.7343,-0.656258,0.014119,-0.284525,0.71073,-1.583333,0.038128,0.0,-0.405504,-0.348279,-0.967355,0.823405,-0.78744,-1.609695,0.613424,0.358752,0.605578,0.361842,-0.589941,-0.0076551168968015,-0.1110509209353595,0.0381282495660684,0.3884806810033345,0.3851161572711378,-0.3175885643118631,-0.2653822249728765,1.0006215039962365,0.2262274704687108,2.414543194425729,0.2651554270340339,-0.3532022318523971,15.226848973856072,-0.8660254037844386,-0.587785252292473,2020-04-02 20:30:00,7559,-1,R2d_continuation,2.2985714285714005,1610.75,0
0.600583,-0.600583,0.399417,-0.159534,-0.3607,-0.353649,1.892414,-1.083333,0.296403,-1.926966,-1.023085,0.019915,-1.698335,2.266339,0.201166,-1.084301,1.06762,0.493525,2.589286,1.50365,-0.448475,-0.1454081632969617,-0.3784722222348435,0.2964028776935768,0.1978497101545362,0.0408629202174956,-1.5013404825110797,-1.5889186773242434,-0.7298182901095711,-0.2085195114598774,2.8316949656251205,0.0458685270873511,-0.2478120000773717,16.681560916790197,-0.7071067811865477,-0.587785252292473,2020-04-02 21:30:00,7571,1,R2b_v_reversal,2.3978571428571382,1610.22,1
0.610909,-0.029091,0.192727,0.117739,-0.023484,0.621834,1.131687,2.083333,0.851182,0.0,0.721048,0.421315,0.522226,2.134398,0.221818,0.436681,-1.746725,0.382476,0.180272,4.188679,0.265632,0.0785891088607632,0.3810975608950246,0.8511821974846628,0.8509376051389581,1.037145300374844,2.122270742265378,2.3668122269708345,2.541484716046217,4.336244541295327,0.0305676855882565,0.2127281954711497,-0.2112035665877182,17.90393013022269,-0.5000000000000004,-0.587785252292473,2020-04-02 22:05:00,7578,1,R2d_continuation,2.28999999999998,1618.09,0
0.740964,-0.409639,0.072289,0.053564,-0.380026,-0.359777,0.780259,0.583333,0.275168,0.614815,0.291634,-0.397098,0.103868,2.335635,0.481928,-1.255997,0.464673,0.371365,0.061224,12.833333,0.04473,-0.0228182546571684,-0.2670940171239121,0.2751677852287458,0.2097904603553464,0.3641398720236123,-1.01215905351902,-1.900098586833444,1.3434111073979778,0.1012159053519124,2.8248439039121616,-0.0546347316817765,-0.121713279684521,13.342096614568623,-0.2588190451025215,-0.587785252292473,2020-04-02 23:00:00,7589,1,R2b_v_reversal,2.173571428571417,1614.03,0
0.861111,-0.466049,0.256173,0.220593,-0.34666,-0.349441,1.825352,0.416667,0.486063,1.169675,1.640769,-0.710248,1.042464,3.725779,0.722222,-1.397764,0.877796,0.56446,0.441176,2.903614,0.146306,-0.153917910492969,-0.3559322034044879,0.4860627177615993,0.2355703611037597,0.0782016054851209,-1.2020766772490217,-1.112619808244519,-2.5159744407539257,0.6821086261599684,2.7284345046397465,0.5431514013284517,-0.1890403860846385,77.71565494773236,-0.2588190451025215,-0.587785252292473,2020-04-02 23:55:00,7600,1,R2b_v_reversal,1.7885714285714098,1612.41,1
1.0,-0.432039,0.567961,0.567961,-0.186658,0.19683,4.204082,0.916667,1.0,0.0,1.086983,0.328237,3.155898,2.020062,1.0,0.543967,0.229039,1.0,2.127273,0.760684,0.977858,-0.1056724611667098,0.105633802688946,0.9999999999514564,0.4706747391053401,0.4707772853992013,0.837423312823428,0.1073619631824073,-2.104294478377136,1.3026584866143478,1.8179959098905536,-0.3003583535226737,-0.3295997477752476,19.32515337285089,0.4999999999999999,-0.9510565162951536,2020-04-03 02:10:00,7615,1,R2b_v_reversal,1.3971428571427882,1611.62,1
0.175497,-0.175497,0.824503,-0.679806,-0.030799,-0.602269,1.342222,-1.416667,0.099812,0.0,-2.175367,3.077031,-2.356623,2.245409,-0.649007,-1.250123,0.849531,0.568738,7.78125,0.212851,-1.747433,0.0153019023390009,-0.1040000000316763,0.0998116760809787,0.3649478241866942,0.3554522072785991,-1.0567340897148716,-0.6008880117985879,-0.4972866304540849,0.8219042920005081,3.301430685514476,1.0242342900080748,-0.2128583300753326,11.050814010090358,0.7071067811865475,-0.9510565162951536,2020-04-03 03:00:00,7625,-1,R2d_continuation,1.4478571428571254,1610.75,0
0.696751,-0.33213,0.061372,0.042761,-0.311747,-0.04991,1.691603,1.416667,0.696751,0.0,0.975066,-0.109662,0.559294,1.125167,0.393502,0.005041,0.327692,1.0,0.274194,15.294118,0.091995,0.019968676528742,0.0989974936442505,0.6967509025018678,0.5684213790672549,0.4543843313688089,-0.0100828231899759,-0.8872884407186852,0.715880446488865,0.9477853798585408,1.7392870002724543,0.1780516135621803,0.1197490342187777,13.6118113064799,0.7071067811865475,-0.9510565162951536,2020-04-03 03:35:00,7632,1,R2b_v_reversal,1.983571428571411,1611.6,0
0.337143,0.251429,0.074286,-0.049241,0.232751,0.268829,1.272727,2.083333,0.691489,-0.994318,-0.417239,3.832705,2.114323,1.170155,-0.325714,0.673378,-0.997017,0.465426,2.705882,12.461538,-0.087792,0.1504263092678982,0.3783454986552265,0.6914893616837144,0.6556665219099793,1.0774979308537391,0.923937360130734,1.832214765005029,0.0208799403419187,2.5995525725712545,-0.0678598061112358,-0.3219140764872521,0.0926245803242284,22.96793437613148,0.8660254037844386,-0.9510565162951536,2020-04-03 04:35:00,7644,-1,R2b_v_reversal,1.9157142857142813,1613.28,1
0.817391,-0.104348,0.530435,0.433573,-0.048998,0.48476,0.938776,2.083333,0.93787,0.0,0.375836,0.951233,1.585798,0.902207,0.634783,0.263866,-1.18363,0.340237,0.393548,0.885246,0.725664,0.0567765566813832,0.3101694913606024,0.9378698224574508,0.7970626819271587,0.8650926268086291,1.6962843294359349,1.0479267635182752,2.2541733977837604,2.389876144138683,0.8217555195933467,0.1503941734516236,-0.2121140122829954,32.41787829588676,0.9659258262890684,-0.9510565162951536,2020-04-03 05:30:00,7655,1,R2d_continuation,1.3264285714285668,1612.22,0
0.176768,0.186869,0.459596,-0.378354,0.100985,0.202764,1.372617,-0.416667,0.443686,-0.825,-1.387554,1.69007,-1.459565,2.680167,-0.646465,0.4375,-0.799279,0.675768,0.54491,1.175824,-0.667829,0.0876010780562412,0.0784753362450486,0.4436860068107705,0.6368379843467257,0.7590828651130175,0.0757211538397147,1.968749999834306,1.093749999907948,2.742788461307711,0.9338942306907722,0.5953808292484251,-0.2517783753629775,37.86057691989183,0.9659258262890684,-0.9510565162951536,2020-04-03 05:55:00,7660,-1,R2b_v_reversal,1.1885714285714195,1612.31,0
0.233333,0.385714,0.147619,-0.113175,0.328776,0.188155,1.2983,-0.916667,0.354949,0.0,-1.401573,-0.260536,-0.508578,0.894833,-0.533333,-0.223235,-0.430524,0.716724,0.285714,5.774194,-0.202075,0.0736842104206263,-0.0206812652767944,0.3549488054486164,0.5718824201180347,0.6817610560904346,-0.0318906605896832,1.7699316627290531,0.605922551204526,2.391799544228421,1.5068337128639848,0.8239127617283999,-0.2031221637826837,24.71526195702701,1.0,-0.9510565162951536,2020-04-03 06:00:00,7661,-1,R2d_continuation,1.2542857142857267,1612.05,0
0.726562,-0.382812,0.070312,0.051086,-0.355896,0.007593,1.193473,1.416667,0.624161,0.0,0.73801,-0.148101,0.196855,0.391085,0.453125,-0.199322,0.208814,0.85906,0.375,13.222222,0.047217,-0.0620567376973697,-0.1016597511365338,0.6241610737836523,0.4680226922315376,0.2965314223858936,0.3796610169129874,-1.0155932202425273,-0.2847457626847945,0.8067796609402871,1.2718644066590798,0.2544103431747619,-0.2720363242038819,66.44067795979547,0.9659258262890684,-0.9510565162951536,2020-04-03 07:50:00,7683,1,R2b_v_reversal,1.0535714285714286,1612.3,0
0.067511,0.658228,0.206751,-0.192793,0.522139,-0.447559,1.5168,-2.083333,0.260355,0.0,-1.516816,-0.405319,-1.195295,1.907763,-0.864979,-0.213123,-0.529134,0.701183,0.382813,3.836735,-0.216685,-0.1614035088550853,-0.5,0.2603550295780701,0.342797148810477,-0.2081146534399494,-1.7196850392436007,-1.4992125983149596,-2.285564304293852,0.6467191600573582,2.5427821520440723,0.6242326618201852,0.0652217673460113,1.46981627285783,0.8660254037844387,-0.9510565162951536,2020-04-03 08:40:00,7693,-1,R2d_continuation,1.3607142857143149,1610.26,0
0.883562,-0.321918,0.445205,0.393366,-0.178598,-0.305431,0.968491,0.416667,0.417476,1.123077,0.435158,0.096044,0.67614,0.928537,0.767123,-0.913738,0.325879,0.472492,2.481481,1.246154,0.355116,-0.1506447831757582,-0.1705607477097488,0.4174757281417978,0.213071954886728,0.1580278479781144,-0.530351437665878,-1.2204472842670864,-1.3801916932025622,0.6325878593843441,1.527156549423211,-0.0939378978754202,0.2574321065999432,4.472843450193319,0.7071067811865476,-0.9510565162951536,2020-04-03 09:15:00,7700,1,R2b_v_reversal,1.5650000000000384,1610.37,0
0.308511,0.515957,0.132979,0.041025,0.447346,0.303283,0.87239,1.583333,0.782609,0.0,0.44117,-0.04353,0.21464,1.233734,-0.382979,0.449679,-1.438972,0.314381,0.117371,6.52,0.151976,0.2517730495707525,0.3627968337047953,0.7826086956390951,0.8426606743148616,1.0692103426138206,2.338329764337143,2.9778729477455697,2.513204853550343,3.082798001273535,0.1998572448151831,-0.0332998431585329,0.3864697964362871,8.493932904643351,0.4999999999999999,-0.9510565162951536,2020-04-03 10:45:00,7718,-1,R2b_v_reversal,2.0014285714285864,1615.0,1
0.853211,-0.834862,0.12844,-0.018854,-0.727632,-0.425148,1.212234,-2.083333,0.290928,0.0,-1.129436,0.099713,-0.435062,0.723388,0.706422,-1.525936,0.717006,0.34098,0.302158,6.785714,-0.160855,-0.055190538805699,-0.3094027954402009,0.2909280500491026,0.1707288649343993,0.1940477156933874,-2.9277741298720508,-2.6106369007336148,-0.1332895600726487,0.5653315823771756,3.1254103741176515,0.2381924265371822,0.3291907034385619,0.0,0.258819045102521,-0.9510565162951536,2020-04-03 11:40:00,7729,1,R2b_v_reversal,2.1757142857142884,1610.52,0
0.079646,0.482301,0.358407,-0.329861,0.309441,-0.105376,1.491749,-0.583333,0.352025,-2.092593,-0.92597,3.946493,-2.170514,2.885193,-0.840708,0.367312,-0.162581,0.70405,1.140845,1.790123,-0.915845,0.0058593749308341,-0.1539325843163196,0.3520249221073727,0.4996100780058601,0.2922621221180795,-0.1505376343995375,-0.024086021504041,-0.331182795679092,0.6804301074858383,1.168172042940444,-0.052768836650555,-0.1790486144865073,0.0,-0.2588190451025208,-0.9510565162951536,2020-04-03 13:30:00,7751,-1,R2b_v_reversal,1.6607142857142858,1611.09,1
0.690909,0.290909,0.672727,0.464793,0.095207,0.582464,3.142857,1.416667,0.791667,0.0,3.73575,1.329506,3.262912,2.708335,0.381818,2.261271,-0.959176,0.67402,2.535211,0.486486,1.449989,0.2067750676970519,0.4248618783917376,0.7916666666569835,0.8157988836411191,1.2858747233239392,3.290024848966849,4.129925452404017,3.270145544743503,5.069222576957917,-1.4164004259147736,0.6488426542192351,0.0200165113976709,8.945686900513932,-0.4999999999999997,-0.9510565162951536,2020-04-03 14:50:00,7767,1,R2d_continuation,2.012142857142846,1618.41,0
