f01_CPR,f02_WickAsym,f03_BEF,f04_TCS,f05_SPI,f06_LRSlope,f07_RECR,f08_SCM,f09_HLER,f10_EP,f11_KE,f12_MCS,f13_Work,f14_EDR,f15_AI,f16_PPShigh,f16_PPSlow,f17_SCR,f18_RVD,f19_WBER,f20_NCDE,rsi14,rsi6,stoch_k,stoch_d,bb_pct,mom5,mom10,mom20,ll_dist10,hh_dist10,vol_accel,atr_ratio,spread_norm,hour_enc,dow_enc,time,idx,direction,rule,atr,entry_price,label
0.376658,0.493369,0.246684,0.092916,0.371662,0.532469,0.684521,1.583333,0.839371,0.0,0.492321,0.019937,0.492144,0.70342,-0.246684,0.639594,-2.795262,0.25769,0.396285,3.053763,0.263064,0.3037280701343037,0.3898521162399896,0.8393711551548989,0.898648535396868,1.0572822523572645,2.6557623612762287,3.387478849318561,5.277307764478504,4.424515886328307,-0.0210565895839347,0.3092564248172313,-0.2577635504695497,3.948110546991364,0.8660254037844387,0.0,2025-10-13 08:25:00,43136,-1,R2b_v_reversal,3.799285714285751,4071.65,0
0.002342,0.896956,0.098361,-0.09813,0.80873,-0.629935,0.76182,-2.083333,0.093947,0.0,-0.319103,-0.085351,-0.186991,3.350197,-0.995316,-1.620206,-0.276894,0.269231,0.048193,9.166667,-0.11257,0.08511502027553,-0.4913112164301019,0.0939470365693832,0.1831887129325758,0.4457573350335559,-2.347988774511767,0.0430308699711347,1.5753040224214314,0.6847521047579762,2.806361085073785,0.2146522800656014,0.1752603225699944,1.683816651044271,0.7071067811865476,0.0,2025-10-13 09:00:00,43143,-1,R2d_continuation,5.344999999999994,4063.27,0
0.338843,0.64876,0.326446,0.110614,0.436975,0.385187,0.581731,1.416667,0.833507,0.0,0.208069,0.132053,0.305534,1.366655,-0.322314,0.42917,-1.487433,0.251821,0.191646,2.063291,0.327279,0.1415327564524886,0.1756198346828328,0.8335067637790594,0.7429390411257666,0.994349237210686,2.065879664834497,1.7753236861675346,0.5038080731016615,2.16450875851056,-0.0026656511804897,-0.0434672248543469,-0.0758792519987578,2.3990860623884487,0.4999999999999999,0.0,2025-10-13 10:25:00,43160,-1,R2b_v_reversal,3.75142857142857,4074.55,0
0.311404,0.114035,0.263158,-0.18121,0.084026,0.064645,0.698315,-0.583333,0.768437,-0.934426,-0.190155,-0.320072,-0.315836,1.025286,-0.377193,0.024343,-0.695131,0.336283,0.526786,2.8,-0.172724,0.1301569915705656,0.3759964569950669,0.7684365781597403,0.8496451036256628,0.8547209012404662,1.1306027820404878,1.8636012364256271,1.0332302936350486,2.5262751158512486,0.4003091190000019,-0.419744625793247,-0.1278001894241003,2.4343122101351167,1.2246467991473532e-16,0.0,2025-10-13 12:05:00,43180,-1,R2b_v_reversal,3.6971428571428078,4078.37,1
0.154762,0.002976,0.6875,-0.581101,0.00093,-0.094744,0.903226,-1.583333,0.356201,0.0,-0.637173,-0.017499,-1.373695,1.179423,-0.690476,-0.685385,-0.732421,0.443272,6.333333,0.454545,-0.779167,-0.0702441271580751,0.1212804327887553,0.3562005276997657,0.5947962776136283,0.4640303225994557,0.5173986080939548,-0.389728821681121,0.4065274777881291,1.5454763618390914,1.639548836038062,0.3362282937850742,-0.2625666291673242,3.023758099250456,-0.2588190451025208,0.0,2025-10-13 13:05:00,43192,-1,R2d_continuation,2.9764285714285768,4074.79,0
0.076596,0.910638,0.06383,0.004889,0.852512,0.357609,0.769861,1.416667,0.727387,0.0,0.277526,0.282442,0.113776,1.479636,-0.846809,0.228261,-1.540761,0.295226,0.060976,14.666667,0.077075,0.1447688564110792,0.3650168728324884,0.7273869346642209,0.7581856973322211,0.7939489804293998,1.591485507195905,-0.3392210144819046,-0.3297101449170696,2.1272644926861792,0.5548007246200884,0.1874123903697804,-0.154596308273375,2.853260869474741,-0.2588190451025208,0.0,2025-10-13 13:40:00,43199,-1,R2b_v_reversal,3.1542857142857366,4077.92,0
0.741176,0.258824,0.741176,0.549343,0.06699,0.281237,0.644753,1.583333,0.911528,0.0,0.28196,-0.205249,1.008832,0.399273,0.482353,0.017669,-1.44594,0.341823,0.840517,0.349206,0.602119,0.1878542509731601,0.1634615384190195,0.9115281501218492,0.6113427167034492,0.982604794945614,0.6861590239597063,2.226335717225104,3.525031552273181,3.295330248114975,0.3533866217817115,0.0651715924075997,-0.0504534015365478,2.650399663363238,-0.4999999999999997,0.0,2025-10-13 14:15:00,43206,1,R2d_continuation,3.3957142857143157,4084.07,0
0.644401,0.143418,0.43222,0.278523,0.08143,0.470115,1.641935,1.416667,0.796171,0.0,1.354209,0.360696,1.480489,0.552079,0.288802,1.267436,-1.089607,0.573198,0.637168,1.313636,0.525608,-0.0424053665855568,0.3425381903048609,0.7961711711622035,0.7273079531013592,0.6454634708712785,2.069284064598264,0.6595842955906756,0.7856812932770894,2.2859122401107683,0.3653579676556611,0.2887783701595499,-0.0974766865777009,2.909930715841268,-0.7071067811865471,0.0,2025-10-13 15:20:00,43219,1,R2d_continuation,3.0928571428571234,4080.35,0
0.254795,0.128767,0.361644,-0.269499,0.082199,0.695856,0.849331,0.083333,0.770851,-0.858824,-0.676842,-0.029578,-0.62192,2.543732,-0.490411,0.382514,-2.620219,0.307498,0.29972,1.765152,-0.433543,0.0166512488102019,0.3484349258229691,0.7708508845764734,0.8416159117349657,0.8122820542886778,2.320582877885895,1.8424408013984,0.3538251366007869,3.0505464479901256,0.4845173041739892,0.2795780946805195,-0.072639051382777,2.8688524589249704,-0.7071067811865471,0.0,2025-10-13 15:30:00,43221,-1,R2b_v_reversal,3.13714285714283,4082.85,1
0.787755,-0.055102,0.520408,0.409954,-0.026426,0.313705,1.223471,1.583333,0.870162,0.0,0.789862,0.505731,1.34179,0.399634,0.57551,0.587395,-0.797728,0.611735,1.053719,0.921569,0.730294,0.1480362537421734,-0.0183795949203949,0.8701622971177339,0.538111170064323,0.8604240409160414,0.454012458764455,1.9391718577736103,0.0589959692179853,2.221326493164046,0.8233785269118261,0.1478492249614174,0.1756546013448408,2.308537925920981,-0.8660254037844384,0.0,2025-10-13 16:00:00,43227,1,R2d_continuation,3.8985714285714557,4082.36,1
0.289941,0.523669,0.10355,0.030023,0.469443,-0.035688,0.83819,0.916667,0.607843,0.0,0.205843,-0.109003,0.304305,1.261669,-0.420118,0.08922,-0.520136,0.552288,0.191257,8.657143,0.098682,0.1285933307443408,-0.0768194070422916,0.6078431372450224,0.4752517280827404,0.7461930320055818,0.0721355932189908,1.0611525423527717,3.107525423669908,2.397559321988421,0.3815593220266989,-0.3119911571439013,0.3774696395992361,1.708474576238765,-0.9659258262890684,0.0,2025-10-13 17:20:00,43243,-1,R2b_v_reversal,5.26785714285711,4094.55,0
0.825607,0.10596,0.757174,0.625129,0.02573,0.763391,0.891732,2.083333,0.958289,0.0,0.518472,0.032899,1.081882,0.330545,0.651214,0.791265,-2.268144,0.239176,0.707911,0.3207,0.823832,0.1864158594061445,0.4161056447151944,0.9582893347362298,0.9147319423479224,1.1778267155066435,3.976557482248424,4.115928066702558,4.187861271582263,5.217405266420935,-0.6136801541287001,0.1860603911650165,0.0498351414703235,2.0231213872377967,-0.9659258262890684,0.0,2025-10-13 19:10:00,43265,1,R2d_continuation,4.448571428571346,4115.82,0
0.395122,-0.073171,0.282927,-0.171136,-0.052469,0.659415,0.82,0.083333,0.836412,-0.905077,-0.481867,-0.016379,-0.421574,1.691336,-0.209756,0.129297,-1.908329,0.270449,0.329513,2.534483,-0.290464,0.2659627953476091,0.4389596602673535,0.8364116094931907,0.9151381011656426,1.0211066189256075,2.9259449289535344,5.126389601382442,3.981871044885154,5.282024969943819,0.4645117153984098,0.1409642340349965,-0.0190124020417615,2.1549512570033764,-0.9659258262890684,0.0,2025-10-13 19:15:00,43266,-1,R2b_v_reversal,4.176428571428427,4114.67,1
0.134483,0.268966,0.462069,-0.399929,0.144685,-0.441235,0.707317,-1.416667,0.041935,0.0,-0.256363,-0.216847,-0.666604,0.903555,-0.731034,-1.390123,0.098765,0.311828,0.41195,1.164179,-0.408654,0.1559170745488427,-0.4618249534471323,0.0419354838704534,0.1220082534017885,0.5718147975259422,-2.165432098712062,0.8518518518307695,1.637037036996411,2.032098765381806,2.777777777709177,-0.1600095685130387,-0.0712500286864175,2.2222222221673418,-0.9659258262890684,0.0,2025-10-13 19:40:00,43271,-1,R2d_continuation,4.050000000000019,4105.9,0
0.997959,-0.618367,0.377551,0.376781,-0.384902,-0.179927,1.135574,0.583333,0.43778,1.234257,0.595294,0.251042,0.920511,1.644859,0.995918,-1.03547,0.438683,0.438675,1.113095,1.648649,0.435826,-0.0108213096749357,0.021327014199484,0.4377797672297688,0.2800463416301015,0.4640426270215503,-1.2269763002749392,-1.5209161762027974,2.571973914369265,0.6502306346284519,1.8237633210983628,-0.0965680929462071,0.0061260545934416,2.004135517690384,-0.8660254037844386,0.0,2025-10-13 20:10:00,43277,1,R2b_v_reversal,4.490714285714278,4106.62,1
0.94864,-0.217523,0.679758,0.644846,-0.06966,-0.11144,0.853643,0.416667,0.442254,0.970674,0.342012,0.033612,0.952891,2.376587,0.897281,-0.529716,0.214885,0.466197,0.696319,0.471111,0.605176,-0.0699836868059369,-0.2094650205904382,0.4422535211205551,0.2421722815145663,0.1712748619813361,-0.9195074067232152,-2.236301981025542,-2.0613956808336416,0.5696948063396428,3.305729073627658,-0.3030425918442079,-0.0835546890543523,2.2487952881821545,-0.7071067811865477,0.0,2025-10-13 21:10:00,43289,1,R2b_v_reversal,4.002142857143034,4102.14,0
0.207407,0.788889,0.203704,0.04225,0.628189,0.662141,0.50728,2.083333,0.863781,0.0,0.255488,-0.057059,0.151558,0.546723,-0.585185,0.640696,-2.393343,0.171865,0.231405,3.909091,0.163666,0.0136186770148194,0.0769922108839837,0.8637810311848059,0.9047724989687126,0.715584137157114,1.3846444780267513,0.2568078668614061,-0.3653555219268121,3.592662632279957,0.5215582450694608,-0.0800106420821662,-0.0766673418442293,2.912254160285953,-0.5000000000000004,0.0,2025-10-13 22:25:00,43304,-1,R2b_v_reversal,3.7771428571428975,4104.44,0
0.248963,0.045643,0.456432,-0.342797,0.02481,-0.470899,0.773676,-1.583333,0.112434,0.0,-0.382218,-0.294448,-0.825979,0.321332,-0.502075,-1.777663,-0.090697,0.318783,1.521127,1.190909,-0.43675,-0.0885627530655784,-0.3171779141239074,0.1124338624324173,0.134339661788836,0.1549322363362385,-1.8429644985078664,-1.4838040942708413,-0.5550660792749226,0.3083700440418069,2.434309406493706,0.4489125686268775,-0.2028045414962258,3.265094583970676,0.2588190451025207,0.9510565162951536,2025-10-14 01:35:00,43330,-1,R2d_continuation,2.756428571428582,4107.14,0
0.310526,0.631579,0.252632,0.078449,0.472022,0.699482,0.667252,2.083333,0.857143,0.0,0.215155,0.274968,0.370999,1.015944,-0.378947,0.397041,-2.503083,0.207197,0.242152,2.958333,0.316143,0.078426521483927,0.3022099446981841,0.8571428571334674,0.8605301590681956,0.956506684707564,2.133662145425496,0.721578298371861,2.0093711466629456,2.799999999903204,0.0552404438947804,0.2306733312983404,-0.1310701872691941,3.107274969066566,0.2588190451025207,0.9510565162951536,2025-10-14 01:55:00,43334,-1,R2b_v_reversal,2.8964285714285842,4114.4,0
0.673913,0.326087,0.673913,0.454159,0.106333,1.163124,1.341559,1.583333,0.896771,0.0,1.362829,0.754325,1.785836,0.869275,0.347826,1.626109,-3.564189,0.31657,0.389372,0.483871,1.326552,0.3607463717621219,0.3854337151919899,0.8967707781847825,0.8521714559678187,1.2537090777985094,4.152238217199492,5.019128376907457,5.427726286578815,5.999211200781059,-1.0877538946654357,0.7367643956284078,0.1440289853403273,13.251824097445216,0.4999999999999999,0.9510565162951536,2025-10-14 02:35:00,43342,1,R2d_continuation,3.6221428571428596,4129.81,0
0.202112,-0.122172,0.717949,-0.572843,-0.034459,0.08224,1.033515,-0.583333,0.688457,-1.609223,-1.270892,-0.205785,-1.125518,2.059308,-0.595777,0.048093,0.10821,0.390459,1.257895,0.392857,-0.638529,0.2512869140869291,0.2421991084529875,0.6884570082409505,0.8181278113951495,0.8498806512802473,2.70285125379955,2.9841978700758607,3.474750944608876,3.4386808655991823,1.2239780143986094,0.1407845006268588,0.3061191524846454,2.1642047405868703,0.4999999999999999,0.9510565162951536,2025-10-14 02:50:00,43345,-1,R2b_v_reversal,4.158571428571512,4126.67,0
0.121302,0.60355,0.153846,-0.135184,0.510696,0.008025,1.097403,-1.583333,0.46098,0.0,-0.300293,0.049369,-0.792457,0.494339,-0.757396,0.231575,-0.298067,0.61343,2.684211,5.5,-0.141062,-0.0057351407956875,0.3767123286950083,0.4609800362892495,0.7073647244278142,0.6509979897308201,0.208647232225771,1.4009171306588977,2.877497543333729,1.7471339665501178,0.4814936128288629,-0.4480044401028866,0.260486854237606,2.0635440549804835,0.7071067811865475,0.9510565162951536,2025-10-14 03:50:00,43357,-1,R2b_v_reversal,4.361428571428665,4127.32,0
0.803371,-0.154494,0.452247,0.363322,-0.084625,0.907213,0.442924,1.416667,0.964539,0.0,0.258469,-0.116587,0.358367,2.19242,0.606742,0.357473,-3.267744,0.180344,0.141791,1.21118,0.464812,0.2778086762767182,0.2900529963116898,0.9645390070873212,0.8876338420554267,1.1544542598116212,2.976918638139684,3.1607039814712,2.474033467924655,4.2008078475782265,-0.2160992498515029,0.1865435397083052,0.3940617634126711,3.029428736234271,0.8660254037844386,0.9510565162951536,2025-10-14 04:15:00,43362,1,R2d_continuation,4.951428571428551,4142.06,0
0.120594,-0.042672,0.801484,-0.70483,-0.008471,-0.494767,0.771377,-2.083333,0.041908,0.0,-0.383257,-0.030804,-1.78949,0.145907,-0.758813,-1.47813,0.024365,0.347518,1.042553,0.247685,-0.797383,0.0844968704665699,-0.2051744885786539,0.041908446163471,0.2636425675519738,0.5688366990677183,-1.777004292812605,1.7932474764762505,2.137602970147398,1.984917043708213,2.4137370924309978,0.1080442194587538,0.5956028820036239,2.436477549560131,0.8660254037844386,0.9510565162951536,2025-10-14 04:45:00,43368,-1,R2d_continuation,6.1564285714286076,4135.24,0
0.205521,0.269939,0.319018,-0.253453,0.183823,0.369849,0.976779,0.083333,0.757944,-0.857895,-0.262827,0.262081,-0.609302,2.104467,-0.588957,0.298014,-1.194281,0.304673,0.381481,2.134615,-0.422862,0.011242973119437,0.2600671140557301,0.7579439252266286,0.8995716494225179,0.8106294210549225,1.7858617950358902,2.659888800576285,3.569499602780078,3.3893566321726003,0.2779984114314671,-0.3039935232113749,-0.0126853077752887,2.001588562306563,0.9659258262890684,0.9510565162951536,2025-10-14 05:40:00,43379,-1,R2b_v_reversal,4.496428571428559,4147.39,0
0.850136,-0.386921,0.313351,0.266391,-0.265679,0.554807,0.782516,1.583333,0.95628,0.0,0.427904,0.130882,0.540632,1.836683,0.700272,0.398272,-1.792222,0.291733,0.203509,2.191304,0.345744,0.2642477875727335,0.3019480519089645,0.9562798092133694,0.8881724458942202,1.0205832188359156,2.072020165594251,3.213899891888793,2.056895930808791,3.919697515205594,-0.2596326971485991,0.1105845193644998,-0.1565551489192284,2.2686352178038542,1.0,0.9510565162951536,2025-10-14 06:10:00,43385,1,R2d_continuation,3.9671428571427896,4154.83,1
0.606195,0.292035,0.504425,0.30578,0.144726,0.365808,0.422035,1.583333,0.922783,0.0,0.108345,-0.022406,0.380083,1.049999,0.212389,-0.024717,-2.203913,0.172783,0.28536,0.982456,0.450912,0.1041405269496293,0.2125154894406843,0.922782874610665,0.8371581938600635,0.9473844019543886,0.817713697202579,0.8506694129588223,2.702368692014373,2.486096807363793,0.2801235839284413,0.0039960802482359,0.0399422271095513,2.6776519051971905,0.9659258262890684,0.9510565162951536,2025-10-14 07:50:00,43405,1,R2d_continuation,4.854999999999953,4167.95,1
0.243636,0.556364,0.043636,0.010631,0.532086,0.477268,0.519358,2.083333,0.854342,0.0,0.167741,-0.070157,0.044231,0.365981,-0.512727,0.252746,-1.767113,0.192577,0.113043,21.916667,0.037053,0.0722033898033612,0.1532137518391911,0.8543417366886976,0.8706623322047023,0.9297140175264684,1.1120806378582857,0.6950503986615004,2.500075221851964,2.5695802617180945,0.25906423950119,-0.1350773253157605,0.0157116705007798,2.527455995132589,0.9659258262890684,0.9510565162951536,2025-10-14 07:55:00,43406,-1,R2b_v_reversal,4.747857142857096,4168.08,0
0.070497,-0.068554,0.92756,-0.86217,-0.004966,-1.040155,6.656813,-1.416667,0.060766,0.0,-12.568177,0.13558,-4.107385,3.636921,-0.859006,-0.802902,4.589206,0.861962,6.460348,0.078097,-1.3204,-0.175014997007419,-0.3783724978257797,0.0607655502390892,0.4462407823270875,-0.2869272639093684,-5.053970778182354,-3.640194811598312,-3.0321041645538047,-3.0000993936566585,5.46307524095367,0.9342445029920464,0.5132418058111345,2.0872676672008788,0.8660254037844387,0.9510565162951536,2025-10-14 08:35:00,43414,-1,R2d_continuation,7.1864285714284835,4140.64,0
0.021069,0.293711,0.664151,-0.650158,0.098642,-1.620922,2.333089,-1.583333,0.010984,0.0,-5.872123,0.071474,-1.829503,0.786607,-0.957862,-3.100454,2.069125,0.521311,0.630838,0.505682,-0.884429,-0.249682337996425,-0.4381584974810958,0.0109836065573602,0.1357833546073848,-0.3487889587322004,-6.220306365878699,-5.213763374587852,-4.768686013342537,-1.996920945248369,6.501578015479206,1.4045578372782344,0.9239427274536453,2.478639057782561,0.8660254037844387,0.9510565162951536,2025-10-14 08:40:00,43415,-1,R2a_vol_breakout,9.279285714285638,4119.57,0
0.907285,-0.844371,0.029801,-0.002763,-0.819207,-0.259386,0.78289,-2.083333,0.326061,0.0,-0.148927,-0.012693,-0.041255,0.833131,0.81457,-0.942128,0.5054,0.359381,0.047706,32.555556,-0.028217,-0.1727494908387699,-0.1605731225346769,0.3260610868689698,0.3670196561680072,0.2181195536261114,-0.0644550578715135,-1.349941912990498,-4.649799922522698,0.4294995912370127,2.340260746081193,-0.5634424967850999,1.2789271068560155,0.602383718425012,0.7071067811865476,0.9510565162951536,2025-10-14 09:45:00,43428,1,R2b_v_reversal,16.600714285714243,4098.23,1
0.38322,0.487528,0.253968,0.097326,0.363712,0.267871,0.834437,2.083333,0.79347,0.0,0.196161,-0.062056,0.590199,0.535871,-0.23356,0.203104,-0.835143,0.334852,0.509091,2.9375,0.253059,0.2065727699298422,0.3785388127372536,0.7934700075870262,0.8431671373335933,0.86287998982074,1.3663386425696054,1.2598153596249884,2.369077812688324,2.798011565345248,0.183220046664736,-0.0486118851753757,-0.2434034792621692,1.278279395335404,0.258819045102521,0.9510565162951536,2025-10-14 11:05:00,43444,-1,R2b_v_reversal,7.040714285714265,4129.72,0
0.702638,-0.429257,0.023981,-0.007131,-0.418963,-0.500858,1.203463,-2.083333,0.28146,0.0,-0.996419,0.116942,-0.08933,2.178444,0.405276,-1.911014,0.760005,0.400576,0.038194,40.7,-0.027964,-0.1393947166069427,-0.4366916269596818,0.2814601344847074,0.2104364307310514,-0.0729413582406026,-2.329101680531255,-1.4201426671262851,-2.022730020519604,0.231894571390081,2.8369000120424217,0.4018645074910385,-0.3976149309405136,1.5233949945335004,1.2246467991473532e-16,0.9510565162951536,2025-10-14 12:55:00,43466,1,R2b_v_reversal,5.90785714285721,4127.11,1
0.841584,-0.277228,0.405941,0.341633,-0.16469,-0.041996,0.987172,0.416667,0.500736,1.87037,0.342483,0.102107,0.841331,1.100588,0.683168,-0.356453,0.127012,0.594993,3.36,1.463415,0.371547,0.0594555873644957,-0.1502923976854245,0.5007363770176113,0.279983364595192,0.4198450539529976,-0.5899912203566556,-1.630670178485702,-1.06935908689645,0.6555458003962219,2.546385718414278,-0.3074063969955156,-0.2650032265113689,1.843722563614479,-0.4999999999999997,0.9510565162951536,2025-10-14 14:15:00,43482,1,R2b_v_reversal,4.881428571428777,4131.9,0
0.239819,-0.00905,0.529412,-0.402449,-0.004259,0.139756,0.515302,-0.416667,0.587183,-0.494961,-0.178796,-0.179958,-0.703498,1.544594,-0.520362,-0.294936,-0.92269,0.329359,0.917323,0.888889,-0.463722,0.1793785310510623,0.1021014161552686,0.5871833084904134,0.6915276469259047,0.8375435423675688,-0.1894085813657694,2.298608426718136,1.3434480092590242,2.5948975647117543,0.7495168148333059,-0.2409517726840335,0.5159594728111279,1.217626594494548,-0.8660254037844384,-0.587785252292473,2025-10-16 16:45:00,43488,-1,R2a_vol_breakout,13.590714285714382,4253.06,0
0.696391,-0.169851,0.22293,0.155246,-0.131986,0.228245,0.788945,0.916667,0.866729,0.0,0.505659,-0.1045,0.433115,1.263606,0.392781,0.230593,-1.281074,0.438956,0.263039,3.485714,0.204925,0.3018085907640464,0.3048780487448209,0.8667287977551816,0.8017648964039378,0.9136453219051024,1.8468811956292224,1.4775049565034557,2.7158761628212127,2.446850693862641,0.0747292969330551,0.3506843469183633,-0.2407927156980299,1.9216104925622777,-0.9659258262890684,-0.587785252292473,2025-10-16 19:10:00,43517,1,R2d_continuation,4.683571428571473,4278.74,1
0.797458,-0.123908,0.471009,0.37561,-0.065546,-0.687421,1.055102,0.416667,0.32918,0.745853,1.25397,-0.01336,0.992178,2.870172,0.594917,-2.25283,0.139623,0.412787,0.46729,1.123103,0.575595,0.0108030248340795,-0.0917856248496085,0.329180327867772,0.193723351459185,0.3724120530199826,-1.5836477987222342,-0.5031446540817206,1.093081760992488,1.123270440237478,2.573584905628006,0.9313782683335998,0.2255063884699364,1.1320754716838717,-0.9659258262890684,-0.587785252292473,2025-10-16 19:40:00,43523,1,R2a_vol_breakout,7.950000000000013,4271.41,1
0.749345,-0.027948,0.470742,0.352748,-0.014791,-0.372168,0.891224,0.916667,0.50623,0.0,0.901819,-0.119273,0.816352,0.074939,0.49869,-1.423928,-0.804625,0.37541,0.981818,1.124304,0.482813,0.0453480588895003,-0.0897179935174922,0.5062295081950783,0.3173720662569605,0.5818928302573326,-1.1858243967688888,0.3823726541510348,0.8351206434219298,1.810991957083367,1.766420911507363,0.6768289337137807,0.3011873770672115,1.0556300267972645,-0.9659258262890684,-0.587785252292473,2025-10-16 19:45:00,43524,1,R2d_continuation,8.525714285714328,4276.81,1
0.11138,0.697337,0.079903,-0.071004,0.641617,0.096999,0.765524,-1.083333,0.66606,-0.592539,-0.112381,0.10597,-0.089366,2.069926,-0.77724,0.257133,-0.787471,0.375796,0.047985,11.515152,-0.072965,0.0405488744872544,0.3216308040491142,0.6660600545890403,0.7458560883461196,0.8672215785732134,0.6370941292153985,2.0651033125377487,2.439324368617437,3.0500163987843205,0.1641521810410083,-0.5171204478550878,0.2397509112948324,1.0331256149438557,-0.8660254037844386,-0.587785252292473,2025-10-16 20:35:00,43534,-1,R2b_v_reversal,8.71142857142864,4294.8,1
0.254321,0.088889,0.402469,-0.300113,0.053114,0.006348,0.777724,-0.583333,0.617237,-0.789474,-0.228901,0.174963,-0.507777,1.356394,-0.491358,0.018377,-0.365871,0.513308,0.577465,1.484663,-0.395971,-0.0454341485446814,0.1689280868113135,0.6172370088641985,0.6989758436979008,0.5025243183005467,0.783532219557399,-0.1520286396155739,-0.3458233890156528,2.8601431980428846,0.486157517891614,-0.090677512902514,-0.0986746861092886,1.5035799522421802,-0.7071067811865477,-0.587785252292473,2025-10-16 21:55:00,43550,-1,R2b_v_reversal,5.985714285714299,4290.67,0
0.278426,0.459184,0.016035,0.004465,0.451821,0.768616,1.120915,2.083333,0.771363,0.0,0.869229,0.315346,0.052084,3.793305,-0.443149,0.634267,-2.57743,0.316859,0.011111,61.363636,0.023146,0.3113207546780131,0.394932014799948,0.7713625866015226,0.8570096173076206,1.139927855259412,2.6427786929750763,2.87726523882455,5.020318506218815,3.8709500273831927,0.317133443157114,0.4176163626862699,-0.2090689947348258,1.7298187808564134,-0.5000000000000004,-0.587785252292473,2025-10-16 22:55:00,43562,-1,R2b_v_reversal,5.202857142857023,4307.62,0
0.681621,0.004342,0.367583,0.250552,0.002746,0.774654,0.811986,2.083333,0.896835,0.0,0.701547,-0.231579,0.563208,1.201135,0.363242,-0.053141,-2.648463,0.284012,0.419835,1.720472,0.281904,0.3839446782550427,0.4999999999739921,0.8968351828980721,0.8256848986891073,1.117565234458309,3.383861883130432,3.906697685741807,5.231786457606049,4.924941839024315,0.4302681523129795,0.5324513233907111,-0.1192045123780936,2.3999020447733823,-0.2588190451025215,-0.587785252292473,2025-10-16 23:05:00,43564,1,R2d_continuation,5.833571428571369,4316.21,1
0.846591,-0.169318,0.523864,0.443498,-0.080619,0.634512,1.7357,1.583333,0.928153,0.0,1.027545,-0.12707,1.57915,0.181862,0.693182,0.741215,-1.627414,0.468334,0.788026,0.908894,0.621303,0.3763812154413861,0.3735408560056538,0.928153273012607,0.9191815529200794,0.9669605316539914,2.2089830113673945,2.5250174539965786,5.87270188494046,3.491040260590156,-0.5212939259863608,0.43500848267532,-0.0717017002019898,1.791947870578217,-0.2588190451025215,-0.587785252292473,2025-10-16 23:50:00,43573,1,R2d_continuation,6.1385714285714,4329.17,1
0.095278,0.61309,0.196355,-0.177646,0.492707,0.82303,0.896565,-0.416667,0.718629,-0.588493,-1.203885,0.934766,-0.383918,2.673265,-0.809445,0.965473,-3.058402,0.311002,0.128886,4.092827,-0.329221,0.3450460829265951,0.4268094334357083,0.7186292192715259,0.819727414902807,1.0198308167205663,3.25381083558716,4.602387511419213,7.165840220293608,4.86978879699899,0.4383838383783059,0.9750642045355472,0.2028816138972593,3.856749311245229,0.2588190451025207,-0.9510565162951536,2025-10-17 01:10:00,43577,-1,R2b_v_reversal,7.778571428571338,4349.61,0
0.197269,-0.050076,0.655539,-0.526222,-0.017249,0.604458,0.641909,-0.583333,0.634291,-0.434553,-0.852292,0.008553,-1.036879,3.31441,-0.605463,-0.906389,-2.463596,0.2443,0.454211,0.525463,-0.790715,0.2825520833190683,0.288105479699393,0.6342910101934389,0.7170829059452055,0.9716190446346848,3.1510648835745028,4.421991084651563,6.291233283741518,4.779593858298403,1.954432887548803,0.483408178324062,0.5591559177740977,5.1510648835547554,0.2588190451025207,-0.9510565162951536,2025-10-17 01:20:00,43579,-1,R2a_vol_breakout,10.09499999999993,4359.98,0
0.979469,-0.614734,0.344203,0.337136,-0.403141,-0.254285,0.931646,-0.083333,0.349118,1.099602,0.205401,0.124226,0.675987,0.879706,0.958937,-1.157249,0.166427,0.356436,3.241379,1.905263,0.404605,0.1039340231447014,-0.1252537555917574,0.3491175204461865,0.2314054492847227,0.5975792515081603,-0.3452394116969899,-0.0116111909763279,2.7595930553805976,0.492314497397472,2.341590180231808,-0.3107335366985989,0.8349908382094349,0.6966714585813641,0.4999999999999999,-0.9510565162951536,2025-10-17 02:00:00,43587,1,R2b_v_reversal,12.91857142857134,4349.46,1
0.952756,0.011811,0.917323,0.873985,0.000977,0.172443,0.547119,1.416667,0.917035,0.0,0.134981,-0.172651,1.684964,0.646338,0.905512,-0.148305,-1.415546,0.249386,1.660839,0.090129,0.943557,0.1043899948809539,0.331815747161253,0.9170348551746578,0.7208726218086986,0.89023501379355,0.99006428987877,2.0854763296104166,3.045879602540434,2.7155172413514777,0.1728521332536913,-0.3065908964397762,0.2377831311198937,0.9205143191022208,0.4999999999999999,-0.9510565162951536,2025-10-17 02:40:00,43595,1,R2d_continuation,9.7771428571428,4367.9,0
0.168475,0.160724,0.502326,-0.417696,0.079988,0.1428,2.061801,0.083333,0.457701,-2.536042,-1.846176,0.156568,-2.245902,3.121641,-0.663049,0.340616,-1.024826,0.652174,2.106291,0.990741,-0.621809,0.0190087732687934,0.0594789166837291,0.4577013818656597,0.7541041521830505,0.6211714650931568,-0.0625620655406008,1.324726911605524,1.3098311817149435,2.1300893743581666,1.257199602768033,-0.1317008108966595,0.2543396521716086,4.468718967185002,0.4999999999999999,-0.9510565162951536,2025-10-17 02:50:00,43597,-1,R2b_v_reversal,10.070000000000034,4362.8,1
