time,cid,rule,direction,bars,pnl_R,exit
2025-03-10 12:55:00,2,RL,1,50,-4.048165818248176,hard_sl
2025-03-10 18:15:00,2,RL,-1,59,-1.2040427154844306,ml_exit
2025-03-10 18:30:00,2,RL,1,60,0.5699672667758492,max
2025-03-12 15:00:00,0,RL,1,60,2.929586651085788,max
2025-03-12 15:05:00,0,RL,1,60,3.176210591098618,max
2025-03-12 15:30:00,0,RL,1,60,2.5833244539157687,max
2025-03-12 15:40:00,0,RL,1,60,2.3976370484784058,max
2025-03-13 11:05:00,0,RL,1,60,18.939343992087927,max
2025-03-13 13:30:00,0,RL,1,60,11.297023345411237,max
2025-03-13 13:35:00,0,RL,1,60,9.650436953807574,max
2025-03-13 13:40:00,0,RL,1,60,9.536821075128975,max
2025-03-13 17:35:00,2,RL,-1,60,-2.8969072164949283,max
2025-03-13 17:50:00,2,RL,-1,59,-3.1510882425775733,ml_exit
2025-03-14 10:30:00,1,RL,-1,59,9.0768146582106,ml_exit
2025-03-17 18:45:00,0,RL,1,60,0.6734766599361844,max
2025-03-18 02:30:00,0,RL,1,60,4.76220942631676,max
2025-03-18 05:30:00,0,RL,1,60,5.367529025273392,max
2025-03-18 09:50:00,0,RL,1,60,5.97022163288474,max
2025-03-20 06:25:00,3,RL,-1,60,8.513242662848974,max
2025-03-20 06:30:00,3,RL,-1,60,8.6992287917741,max
2025-03-20 10:45:00,2,RL,1,60,2.1870967741934617,max
2025-03-24 15:00:00,2,RL,-1,60,0.3754357736658856,max
2025-03-27 07:05:00,0,RL,1,60,10.094192586569138,max
2025-03-27 11:00:00,0,RL,1,28,-4.003527902501697,hard_sl
2025-03-27 13:30:00,0,RL,1,60,4.861991584852772,max
2025-03-27 15:05:00,0,RL,1,60,0.47705303179758396,max
2025-03-27 15:40:00,0,RL,1,60,-0.5157879983179844,max
2025-03-27 16:40:00,0,RL,1,60,1.905589217262159,max
2025-03-27 17:30:00,0,RL,1,60,2.091589208796086,max
2025-03-27 20:10:00,0,RL,1,60,19.69140815332185,max
2025-03-28 02:45:00,0,RL,1,60,3.004223262184725,max
2025-03-28 13:45:00,0,RL,1,60,-0.2120618403937392,max
2025-03-28 13:50:00,0,RL,1,60,-0.7122756252285034,max
2025-03-28 13:55:00,0,RL,1,60,-0.7318176853339741,max
2025-03-30 22:05:00,0,RL,1,28,-4.552049066071945,hard_sl
2025-03-30 22:20:00,0,RL,1,31,-4.042056636912629,hard_sl
2025-03-30 22:35:00,0,RL,1,60,5.856443719412833,ml_exit
2025-03-30 23:10:00,0,RL,1,20,-4.455066295629231,hard_sl
2025-03-31 01:00:00,0,RL,1,60,17.28332787422199,max
2025-03-31 01:25:00,0,RL,1,60,9.65904518914673,max
2025-03-31 02:05:00,0,RL,1,60,6.173648134044365,max
2025-03-31 06:35:00,0,RL,1,60,0.1441108222691715,max
2025-03-31 06:55:00,0,RL,1,60,0.07255826395157064,max
2025-03-31 16:00:00,2,RL,1,60,2.6418719326400897,max
2025-04-01 06:35:00,3,RL,-1,60,1.0881703630743862,max
2025-04-01 08:15:00,3,RL,-1,60,-0.2781249999999619,max
2025-04-01 16:15:00,2,RL,-1,60,-1.1774526325737114,max
2025-04-01 16:40:00,2,RL,-1,60,-1.1558831638057423,max
2025-04-01 18:25:00,2,RL,-1,60,-2.6574915606334306,max
2025-04-02 22:35:00,4,RL,1,60,0.541173952592414,max
2025-04-02 22:45:00,4,RL,1,60,0.5269073164096565,max
2025-04-03 00:00:00,4,RL,1,3,-5.120101544622621,hard_sl
2025-04-03 00:30:00,4,RL,1,60,-3.862261760493585,max
2025-04-03 01:00:00,4,RL,1,56,-4.138968581624801,hard_sl
2025-04-03 09:35:00,4,RL,-1,60,1.0007270083604844,max
2025-04-03 13:50:00,4,RL,-1,7,-4.433465723249465,hard_sl
2025-04-03 14:30:00,4,RL,-1,60,1.8592526896232944,max
2025-04-04 06:05:00,4,RL,-1,60,-7.123376461496172,hard_sl
2025-04-04 09:25:00,4,RL,-1,13,-5.484227894787798,hard_sl
2025-04-04 10:00:00,4,RL,-1,6,-5.2703349282295004,hard_sl
2025-04-08 13:10:00,4,RL,1,35,-4.065130909427316,hard_sl
2025-04-08 14:25:00,4,RL,1,25,-4.252884899891527,hard_sl
2025-04-08 15:50:00,4,RL,1,9,-4.461747161466457,hard_sl
2025-04-09 02:25:00,0,RL,1,60,5.923786514386124,max
2025-04-09 02:30:00,0,RL,1,60,5.798300283286118,max
2025-04-09 02:50:00,0,RL,1,60,7.923527648325269,max
2025-04-09 03:00:00,0,RL,1,60,7.478749286636742,max
2025-04-09 06:30:00,4,RL,1,59,5.0851414446580145,ml_exit
2025-04-09 18:30:00,0,RL,1,60,2.333968088755383,max
2025-04-09 20:40:00,0,RL,1,60,4.954908967160101,max
2025-04-10 03:55:00,0,RL,1,60,-3.920093483946324,max
2025-04-10 04:40:00,0,RL,1,35,-4.158931698774022,hard_sl
2025-04-10 05:45:00,0,RL,1,60,0.516756955284232,max
2025-04-10 07:15:00,0,RL,1,20,-4.127620075553103,hard_sl
2025-04-10 08:30:00,0,RL,1,58,5.154679937282708,ml_exit
2025-04-10 08:35:00,0,RL,1,58,4.659574468085127,ml_exit
2025-04-10 10:45:00,0,RL,1,51,12.171451678123839,ml_exit
2025-04-10 11:10:00,0,RL,1,58,12.532765957446799,ml_exit
2025-04-10 11:15:00,0,RL,1,57,11.73159582999189,ml_exit
2025-04-10 12:00:00,0,RL,1,56,11.192589576547354,ml_exit
2025-04-10 12:05:00,0,RL,1,56,9.732858748595076,ml_exit
2025-04-10 12:40:00,0,RL,1,56,7.031249999999972,ml_exit
2025-04-10 13:55:00,0,RL,1,58,9.457420639568959,ml_exit
2025-04-11 12:30:00,4,RL,-1,57,0.26941713969262715,ml_exit
2025-04-11 12:40:00,4,RL,-1,56,-0.01917282936180137,ml_exit
2025-04-11 13:00:00,4,RL,-1,57,-0.29713816239905,ml_exit
2025-04-11 13:10:00,4,RL,-1,55,0.1698736358414305,ml_exit
2025-04-11 17:40:00,4,RL,-1,59,2.576432175719701,ml_exit
2025-04-11 18:05:00,4,RL,-1,60,2.3150357995225996,max
2025-04-11 18:40:00,4,RL,-1,58,4.2882683914392095,ml_exit
2025-04-14 01:00:00,4,RL,-1,6,-5.210983751102158,hard_sl
2025-04-14 12:25:00,2,RL,-1,60,0.43398392652119755,max
2025-04-14 12:30:00,2,RL,-1,60,-0.8895248998282291,ml_exit
2025-04-14 14:15:00,2,RL,-1,60,-1.7474772898885347,max
2025-04-15 11:00:00,0,RL,1,34,-4.6955056179774415,hard_sl
2025-04-15 11:55:00,0,RL,1,60,0.5733647613437046,max
2025-04-15 13:45:00,0,RL,1,60,2.924254016832327,max
2025-04-15 17:35:00,0,RL,1,60,10.753971661657515,max
2025-04-15 18:10:00,0,RL,1,60,14.852973367384934,max
2025-04-15 18:50:00,0,RL,1,60,19.836453954910453,max
2025-04-15 19:35:00,0,RL,1,60,20.557488332626946,max
2025-04-15 23:30:00,0,RL,1,60,11.35802469135784,max
2025-04-16 01:35:00,0,RL,1,59,5.9403801449474205,ml_exit
2025-04-16 01:40:00,0,RL,1,60,4.389126535118041,max
2025-04-16 01:45:00,0,RL,1,60,4.340039117071851,ml_exit
2025-04-16 01:50:00,0,RL,1,59,4.124539007092248,ml_exit
2025-04-16 04:50:00,0,RL,1,57,6.56608187134499,ml_exit
2025-04-16 08:45:00,0,RL,1,58,-0.6399397320519232,ml_exit
2025-04-16 09:45:00,0,RL,1,56,1.7010236198145874,ml_exit
2025-04-16 11:10:00,0,RL,1,53,6.581142339075061,ml_exit
