time,cid,rule,direction,bars,pnl_R,exit
2024-12-12 01:00:00,3,RL,-1,58,5.879562962589963,ml_peak
2024-12-12 01:10:00,3,RL,-1,60,4.713486173873425,ml_peak
2024-12-12 01:15:00,3,RL,-1,60,2.5151943733036264,ml_peak
2024-12-12 04:20:00,3,RL,-1,31,-4.868859892186154,ml_cut
2024-12-12 10:05:00,3,RL,-1,59,11.226848811244714,ml_peak
2024-12-12 10:45:00,3,RL,-1,57,14.293060820833912,ml_peak
2024-12-12 11:45:00,3,RL,-1,54,11.986707685164015,ml_peak
2024-12-12 13:30:00,3,RL,-1,55,8.575951036775221,ml_peak
2024-12-12 14:30:00,3,RL,-1,50,-0.7117409633151633,ml_cut
2024-12-12 18:00:00,3,RL,-1,53,2.04423883186343,ml_peak
2024-12-12 19:30:00,3,RL,-1,54,-2.203986407668316,ml_cut
2024-12-12 19:35:00,3,RL,-1,52,-1.291123330714775,ml_cut
2024-12-13 01:20:00,3,RL,-1,60,2.6342105263156936,ml_peak
2024-12-13 06:50:00,3,RL,-1,48,13.234094368341578,ml_peak
2024-12-13 06:55:00,3,RL,-1,48,13.92827993401118,ml_peak
2024-12-13 07:15:00,3,RL,-1,52,11.646751337444114,ml_peak
2024-12-13 07:25:00,3,RL,-1,53,10.169932043078934,ml_peak
2024-12-13 07:30:00,3,RL,-1,52,9.740508057907729,ml_peak
2024-12-13 12:15:00,3,RL,-1,58,4.3299017947848455,ml_peak
2024-12-17 20:05:00,3,RL,-1,36,-2.631048387097004,ml_cut
2024-12-18 01:00:00,3,RL,-1,60,1.572933030779161,max
2024-12-18 01:45:00,3,RL,-1,60,2.1848906560635415,ml_peak
2024-12-18 12:45:00,3,RL,-1,58,5.757238163093666,ml_peak
2024-12-18 13:30:00,3,RL,-1,58,4.173131890567823,ml_peak
2024-12-18 13:35:00,3,RL,-1,60,4.190707561494311,ml_peak
2024-12-18 14:15:00,3,RL,-1,59,10.325933497301097,ml_peak
2024-12-18 17:10:00,3,RL,-1,37,20.987857208070697,ml_peak
2024-12-18 18:25:00,3,RL,-1,27,36.691802745076174,ml_peak
2024-12-18 20:40:00,3,RL,-1,33,-0.6740300198244602,ml_cut
2024-12-19 00:25:00,2,RL,1,57,7.2516644474032255,ml_peak
2024-12-19 00:40:00,2,RL,-1,6,-3.479424085612768,ml_cut
